ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,created_by,title,4_id,5_status,6_flowers,7_note,8_photo
145ae3f3-1ebf-491d-a096-8daa4d8809fc,eacf23cb-115a-4fe5-9ca8-0252404aafc6,2025-04-06T18:07:57.000Z,2025-04-06T18:13:50.000Z,jumboz2023@gmail.com,"5077_mai_yellowblue 1",5077_mai_yellowblue,1,no,,eacf23cb-115a-4fe5-9ca8-0252404aafc6_1743962871.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,fe6ea27b-b734-494b-80fa-6d826548a8c8,2025-04-06T18:07:29.000Z,2025-04-06T18:13:48.000Z,jumboz2023@gmail.com,"1401_mai_blueblue 1",1401_mai_blueblue,1,no,"2 individuals",fe6ea27b-b734-494b-80fa-6d826548a8c8_1743962843.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,ce299a13-1fba-4d5a-bc07-8b0e9a879cf0,2025-04-06T18:07:08.000Z,2025-04-06T18:13:47.000Z,jumboz2023@gmail.com,"TT24_212_mai_blueblue 1",TT24_212_mai_blueblue,1,yes,"Barely alive",ce299a13-1fba-4d5a-bc07-8b0e9a879cf0_1743962824.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,770fdb2b-5393-49a9-93f8-3c6c3ca6086a,2025-04-06T18:06:31.000Z,2025-04-06T18:13:46.000Z,jumboz2023@gmail.com,"2692_mai_pinkblue 1",2692_mai_pinkblue,1,no,"2 individuals",770fdb2b-5393-49a9-93f8-3c6c3ca6086a_1743962771.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,36c5208a-3b63-4778-9cb6-6eb0233bfb63,2025-04-06T18:05:56.000Z,2025-04-06T18:13:43.000Z,jumboz2023@gmail.com,"4804_mai_pinkblue 1",4804_mai_pinkblue,1,no,,36c5208a-3b63-4778-9cb6-6eb0233bfb63_1743962752.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,1edee1dc-4f3e-4e84-845b-565b92ecab37,2025-04-06T18:05:38.000Z,2025-04-06T18:13:42.000Z,jumboz2023@gmail.com,"5607_mai_redblue 0",5607_mai_redblue,0,no,,1edee1dc-4f3e-4e84-845b-565b92ecab37_1743962735.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,1774385a-bdc4-4941-9f79-63a3ae0d9403,2025-04-06T18:05:15.000Z,2025-04-06T18:13:41.000Z,jumboz2023@gmail.com,"5015_mai_orange 1",5015_mai_orange,1,no,,1774385a-bdc4-4941-9f79-63a3ae0d9403_1743962712.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,83a17d19-0db7-48b4-93fc-8bc31a09033d,2025-04-06T18:04:23.000Z,2025-04-06T18:13:39.000Z,jumboz2023@gmail.com,"5506_mai_orange 1",5506_mai_orange,1,yes,3individuals,83a17d19-0db7-48b4-93fc-8bc31a09033d_1743962654.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,5eb4d410-19e6-4629-b09a-ce4e51cd94f9,2025-04-06T18:03:50.000Z,2025-04-06T18:13:38.000Z,jumboz2023@gmail.com,"1941_mai_orange 1",1941_mai_orange,1,yes,,5eb4d410-19e6-4629-b09a-ce4e51cd94f9_1743962622.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,9aa1caf4-306c-4740-92d1-40a32525fc02,2025-04-06T18:03:20.000Z,2025-04-06T18:13:36.000Z,jumboz2023@gmail.com,"6495_mai_orange 0",6495_mai_orange,0,yes,"Flowers senesced, 2 individuals",9aa1caf4-306c-4740-92d1-40a32525fc02_1743962588.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,5095aa8a-a879-4cc7-a423-9cfc1a4203fb,2025-04-06T18:02:43.000Z,2025-04-06T18:13:35.000Z,jumboz2023@gmail.com,"4871_mai_orange 1",4871_mai_orange,1,no,,5095aa8a-a879-4cc7-a423-9cfc1a4203fb_1743962550.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,ab5e7bc5-3798-4945-9b12-848d8c7bce13,2025-04-06T18:02:15.000Z,2025-04-06T18:13:34.000Z,jumboz2023@gmail.com,"2546_mai_orange 1",2546_mai_orange,1,no,,ab5e7bc5-3798-4945-9b12-848d8c7bce13_1743962531.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,ee77880d-2b09-422f-a69b-74aa158082de,2025-04-06T18:01:55.000Z,2025-04-06T18:13:33.000Z,jumboz2023@gmail.com,"TT24_130_mai_orange 1",TT24_130_mai_orange,1,yes,"Flowers senesced",ee77880d-2b09-422f-a69b-74aa158082de_1743962512.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,d843cebc-fa94-4185-a9b8-2b56d8ca418e,2025-04-06T18:01:30.000Z,2025-04-06T18:13:31.000Z,jumboz2023@gmail.com,"1159_mai_orange 1",1159_mai_orange,1,no,,d843cebc-fa94-4185-a9b8-2b56d8ca418e_1743962479.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,9830985f-8090-4fa9-a075-85fa273be7cc,2025-04-06T18:01:05.000Z,2025-04-06T18:13:30.000Z,jumboz2023@gmail.com,"1689_mai_orange 1",1689_mai_orange,1,no,"Barely alive",9830985f-8090-4fa9-a075-85fa273be7cc_1743962459.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,0223a56d-03a0-4f4b-9f14-8906e24b6ff8,2025-04-06T18:00:38.000Z,2025-04-06T18:13:28.000Z,jumboz2023@gmail.com,"3993_mai_orange 1",3993_mai_orange,1,no,,0223a56d-03a0-4f4b-9f14-8906e24b6ff8_1743962434.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,a4c47d67-6995-4d97-8c38-98bdc3be5cc7,2025-04-06T18:00:20.000Z,2025-04-06T18:13:27.000Z,jumboz2023@gmail.com,"2799_mai_orange 1",2799_mai_orange,1,yes,,a4c47d67-6995-4d97-8c38-98bdc3be5cc7_1743962409.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,51933bd9-110a-480b-9007-085dfef574cd,2025-04-06T17:59:48.000Z,2025-04-06T18:13:26.000Z,jumboz2023@gmail.com,"TT24_102_mai_orange 1",TT24_102_mai_orange,1,no,,51933bd9-110a-480b-9007-085dfef574cd_1743962386.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,d9e5e549-3109-4f75-8fc4-96d3adeac91c,2025-04-06T17:59:33.000Z,2025-04-06T18:13:24.000Z,jumboz2023@gmail.com,"5105_mai_orange 1",5105_mai_orange,1,yes,"Flowers senesced, 2 individuals",d9e5e549-3109-4f75-8fc4-96d3adeac91c_1743962367.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,30f93ef8-02ee-4e49-a998-e2f5a2eab898,2025-04-06T17:58:57.000Z,2025-04-06T18:13:23.000Z,jumboz2023@gmail.com,"3136_mai_orange 1",3136_mai_orange,1,yes,"Flowers senesced",30f93ef8-02ee-4e49-a998-e2f5a2eab898_1743962327.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,770fd47c-bff5-4eca-933d-ba3f9e38561f,2025-04-06T17:52:30.000Z,2025-04-06T17:54:04.000Z,jumboz2023@gmail.com,"TT24_110_mai_pink 1",TT24_110_mai_pink,1,no,,770fd47c-bff5-4eca-933d-ba3f9e38561f_1743961924.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,e6f33338-9210-4703-b95c-39b9d0a1bf08,2025-04-06T17:51:47.000Z,2025-04-06T17:54:02.000Z,jumboz2023@gmail.com,"2666_mai_pink 1",2666_mai_pink,1,no,,e6f33338-9210-4703-b95c-39b9d0a1bf08_1743961897.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,14fbd5fc-2f23-4a75-b987-00013c66c073,2025-04-06T17:51:21.000Z,2025-04-06T17:54:01.000Z,jumboz2023@gmail.com,"TT24_101_mai_pink 0",TT24_101_mai_pink,0,yes,"Flowers senesced",14fbd5fc-2f23-4a75-b987-00013c66c073_1743961877.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,053b62cb-0074-45c0-9d39-9a833e67f4ce,2025-04-06T17:50:43.000Z,2025-04-06T17:54:00.000Z,jumboz2023@gmail.com,"5009_mai_pink 1",5009_mai_pink,1,no,,053b62cb-0074-45c0-9d39-9a833e67f4ce_1743961836.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,e69e4303-5637-4262-83c1-25fd29c09121,2025-04-06T17:50:21.000Z,2025-04-06T17:53:58.000Z,jumboz2023@gmail.com,"TT24_104_mai_pink 1",TT24_104_mai_pink,1,yes,"Flowers senesced",e69e4303-5637-4262-83c1-25fd29c09121_1743961815.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,d72afcf6-2a3b-45de-9ae4-23a5261c52de,2025-04-06T17:49:42.000Z,2025-04-06T17:53:57.000Z,jumboz2023@gmail.com,"TT24_131_mai_pink 0",TT24_131_mai_pink,0,yes,,d72afcf6-2a3b-45de-9ae4-23a5261c52de_1743961778.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,06dfbee4-73ac-469b-841d-ed9dd26d830f,2025-04-06T17:49:19.000Z,2025-04-06T17:53:56.000Z,jumboz2023@gmail.com,"flag2_mai_pink 1",flag2_mai_pink,1,no,,06dfbee4-73ac-469b-841d-ed9dd26d830f_1743961752.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,0fbf058f-8e88-41c8-8fdf-5fc43b1d5b91,2025-04-06T17:48:52.000Z,2025-04-06T17:53:55.000Z,jumboz2023@gmail.com,"TT24_135_mai_pink 1",TT24_135_mai_pink,1,yes,"2 individuals",0fbf058f-8e88-41c8-8fdf-5fc43b1d5b91_1743961726.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,125e3e13-9f8f-4c21-8e5a-adf6514ab82e,2025-04-06T17:48:18.000Z,2025-04-06T17:53:53.000Z,jumboz2023@gmail.com,"4061_mai_pink 1",4061_mai_pink,1,no,,125e3e13-9f8f-4c21-8e5a-adf6514ab82e_1743961694.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,e46102b4-481c-48e4-928b-a9ea20d44792,2025-04-06T17:48:00.000Z,2025-04-06T17:53:52.000Z,jumboz2023@gmail.com,"4193_mai_pink 1",4193_mai_pink,1,no,,e46102b4-481c-48e4-928b-a9ea20d44792_1743961678.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,902a4791-6cea-452c-b98d-7250f842f4b4,2025-04-06T17:47:40.000Z,2025-04-06T17:53:51.000Z,jumboz2023@gmail.com,"2608_mai_pink 1",2608_mai_pink,1,no,"2 individuals",902a4791-6cea-452c-b98d-7250f842f4b4_1743961655.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,8e9605a7-75cf-4ab6-b136-dbd988832748,2025-04-06T17:47:17.000Z,2025-04-06T17:53:49.000Z,jumboz2023@gmail.com,"9412_mai_pink 0",9412_mai_pink,0,no,,8e9605a7-75cf-4ab6-b136-dbd988832748_1743961626.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,5d6c4a6c-1707-4c48-9b38-4489e52c0184,2025-04-06T17:46:52.000Z,2025-04-06T17:53:48.000Z,jumboz2023@gmail.com,"6000_mai_pink 0",6000_mai_pink,0,yes,,5d6c4a6c-1707-4c48-9b38-4489e52c0184_1743961605.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,a4cecf5b-80f5-4950-9c33-1ffd1ad019ba,2025-04-06T17:46:11.000Z,2025-04-06T17:53:47.000Z,jumboz2023@gmail.com,"631_mai_yellow 1",631_mai_yellow,1,no,,a4cecf5b-80f5-4950-9c33-1ffd1ad019ba_1743961568.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,3c669fe7-2f16-446a-ab43-ffc679b6fe2f,2025-04-06T17:45:46.000Z,2025-04-06T17:53:45.000Z,jumboz2023@gmail.com,"6483_mai_yellow 1",6483_mai_yellow,1,yes,"Flowers senesced",3c669fe7-2f16-446a-ab43-ffc679b6fe2f_1743961540.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,12d765b2-901a-405a-a745-65e00dd1ef75,2025-04-06T17:45:11.000Z,2025-04-06T17:53:44.000Z,jumboz2023@gmail.com,"1495_mai_yellow 1",1495_mai_yellow,1,yes,,12d765b2-901a-405a-a745-65e00dd1ef75_1743961508.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,c2f789ba-cc7e-4dae-9a43-5b98d38dc17c,2025-04-06T17:44:43.000Z,2025-04-06T17:53:42.000Z,jumboz2023@gmail.com,"3960_mai_yellow 1",3960_mai_yellow,1,yes,,c2f789ba-cc7e-4dae-9a43-5b98d38dc17c_1743961475.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,b3cdd7dd-1706-447e-bbb7-10c16cee7683,2025-04-06T17:44:07.000Z,2025-04-06T17:53:40.000Z,jumboz2023@gmail.com,"5664_mai_yellow 1",5664_mai_yellow,1,yes,"Flowers senesced, 2 individuals",b3cdd7dd-1706-447e-bbb7-10c16cee7683_1743961441.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,65cebc76-527f-41a3-a86a-567010b0edeb,2025-04-06T17:43:43.000Z,2025-04-06T17:53:39.000Z,jumboz2023@gmail.com,"5579_mai_yellow 1",5579_mai_yellow,1,yes,,65cebc76-527f-41a3-a86a-567010b0edeb_1743961403.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,794f764a-a3b9-49cb-9df7-dc1b5166fd3c,2025-04-06T17:43:08.000Z,2025-04-06T17:53:38.000Z,jumboz2023@gmail.com,"TT24_112_mai_yellow 1",TT24_112_mai_yellow,1,no,,794f764a-a3b9-49cb-9df7-dc1b5166fd3c_1743961378.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,f415b6c3-6c03-40fd-9a47-ecbb176e39d3,2025-04-06T17:42:40.000Z,2025-04-06T17:53:36.000Z,jumboz2023@gmail.com,"1700_mai_yellow 1",1700_mai_yellow,1,no,"2 individuals",f415b6c3-6c03-40fd-9a47-ecbb176e39d3_1743961358.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,ad3e922e-196c-42d0-b5b1-143bac651ffb,2025-04-06T17:42:21.000Z,2025-04-06T17:53:34.000Z,jumboz2023@gmail.com,"6899_mai_yellow 1",6899_mai_yellow,1,yes,,ad3e922e-196c-42d0-b5b1-143bac651ffb_1743961336.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,0e1cfec8-c896-4e9e-a4dc-d16f0a0bab3e,2025-04-06T17:42:01.000Z,2025-04-06T17:53:32.000Z,jumboz2023@gmail.com,"5073_mai_yellow 1",5073_mai_yellow,1,no,"Barely alive",0e1cfec8-c896-4e9e-a4dc-d16f0a0bab3e_1743961310.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,9bcec4f8-5bd5-4f1a-8832-2af68d5752b1,2025-04-06T17:41:27.000Z,2025-04-06T17:53:30.000Z,jumboz2023@gmail.com,"6808_mai_yellow 1",6808_mai_yellow,1,yes,,9bcec4f8-5bd5-4f1a-8832-2af68d5752b1_1743961278.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,2ba16c62-8bfe-4a59-8e5b-06cd9fb4fa88,2025-04-06T17:40:59.000Z,2025-04-06T17:53:29.000Z,jumboz2023@gmail.com,"901_mai_yellow 1",901_mai_yellow,1,yes,,2ba16c62-8bfe-4a59-8e5b-06cd9fb4fa88_1743961251.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,a07c6934-f4be-45a8-8fd7-31c34a5b7b35,2025-04-06T17:40:26.000Z,2025-04-06T17:53:28.000Z,jumboz2023@gmail.com,"4250_mai_yellow 1",4250_mai_yellow,1,no,,a07c6934-f4be-45a8-8fd7-31c34a5b7b35_1743961223.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,2bc379c0-98c3-4657-b323-7be46c8cd1db,2025-04-06T17:40:08.000Z,2025-04-06T17:53:26.000Z,jumboz2023@gmail.com,"4722_mai_yellow 1",4722_mai_yellow,1,yes,,2bc379c0-98c3-4657-b323-7be46c8cd1db_1743961205.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,258b47a3-4b83-4920-8331-3c375b374249,2025-04-06T17:39:43.000Z,2025-04-06T17:53:25.000Z,jumboz2023@gmail.com,"1153_mai_yellow 1",1153_mai_yellow,1,no,,258b47a3-4b83-4920-8331-3c375b374249_1743961178.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,df094dd6-d06a-4c66-8f95-53c191e7fb6a,2025-04-06T17:39:19.000Z,2025-04-06T17:53:24.000Z,jumboz2023@gmail.com,"5504_mai_purple 0",5504_mai_purple,0,no,,df094dd6-d06a-4c66-8f95-53c191e7fb6a_1743961156.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,3f621037-3a34-4689-862e-b0248acb5e4c,2025-04-06T17:39:03.000Z,2025-04-06T17:53:22.000Z,jumboz2023@gmail.com,"TT24_211_mai_purple 1",TT24_211_mai_purple,1,no,,3f621037-3a34-4689-862e-b0248acb5e4c_1743961140.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,91a2068c-21b9-44f1-91dc-25510cda9cb4,2025-04-06T17:38:44.000Z,2025-04-06T17:53:21.000Z,jumboz2023@gmail.com,"TT24_233_mai_purple 1",TT24_233_mai_purple,1,no,"Barely alive",91a2068c-21b9-44f1-91dc-25510cda9cb4_1743961117.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,7b272871-7804-4e35-add2-8e5dc03f034b,2025-04-06T17:38:09.000Z,2025-04-06T17:53:20.000Z,jumboz2023@gmail.com,"5030_mai_purple 1",5030_mai_purple,1,no,,7b272871-7804-4e35-add2-8e5dc03f034b_1743961087.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,932d9ff1-59ed-426c-8448-8876fcbeffce,2025-04-06T17:37:50.000Z,2025-04-06T17:53:18.000Z,jumboz2023@gmail.com,"TT24_202_mai_purple 0",TT24_202_mai_purple,0,no,,932d9ff1-59ed-426c-8448-8876fcbeffce_1743961066.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,b31f4e0d-395f-4fe3-8838-acdb581e2ade,2025-04-06T17:37:33.000Z,2025-04-06T17:53:17.000Z,jumboz2023@gmail.com,"179_mai_purple 1",179_mai_purple,1,no,,b31f4e0d-395f-4fe3-8838-acdb581e2ade_1743961048.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,173243d3-06a8-4720-8349-6767bd977ef2,2025-04-06T17:37:09.000Z,2025-04-06T17:53:15.000Z,jumboz2023@gmail.com,"5052_mai_purple 1",5052_mai_purple,1,no,,173243d3-06a8-4720-8349-6767bd977ef2_1743961025.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,84e005a6-e814-4519-a306-46df1841dc2e,2025-04-06T17:36:52.000Z,2025-04-06T17:53:14.000Z,jumboz2023@gmail.com,"TT24_234_mai_purple 0",TT24_234_mai_purple,0,no,,84e005a6-e814-4519-a306-46df1841dc2e_1743961007.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,4c9c1ef2-2478-4c9d-8ce9-7e260491a1c3,2025-04-06T17:36:32.000Z,2025-04-06T17:53:13.000Z,jumboz2023@gmail.com,"4865_mai_purple 1",4865_mai_purple,1,yes,,4c9c1ef2-2478-4c9d-8ce9-7e260491a1c3_1743960987.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,21b84cb9-bc86-40f9-b65f-c03df12ae3a3,2025-04-06T17:36:08.000Z,2025-04-06T17:53:11.000Z,jumboz2023@gmail.com,"1499_mai_purple 1",1499_mai_purple,1,yes,"2 individuals",21b84cb9-bc86-40f9-b65f-c03df12ae3a3_1743960965.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,c60ea4de-b5e9-436d-8786-0951aa25bda3,2025-04-06T17:35:22.000Z,2025-04-06T17:53:10.000Z,jumboz2023@gmail.com,"1467_mai_purple 1",1467_mai_purple,1,no,"Barely alive",c60ea4de-b5e9-436d-8786-0951aa25bda3_1743960918.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,f57a6975-c877-4419-aa82-3df1bd18e345,2025-04-06T17:34:46.000Z,2025-04-06T17:53:09.000Z,jumboz2023@gmail.com,"4874_mai_purple 1",4874_mai_purple,1,no,"Barely alive",f57a6975-c877-4419-aa82-3df1bd18e345_1743960878.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,75f469b8-50df-45db-977f-fe84aa2bbcb7,2025-04-06T17:34:15.000Z,2025-04-06T17:53:07.000Z,jumboz2023@gmail.com,"2726_mai_purple 1",2726_mai_purple,1,no,,75f469b8-50df-45db-977f-fe84aa2bbcb7_1743960852.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,bd8e2af4-e66d-4024-9cfe-737ec523c8aa,2025-04-06T17:33:57.000Z,2025-04-06T17:53:06.000Z,jumboz2023@gmail.com,"5569_mai_purple 1",5569_mai_purple,1,no,"Barely alive",bd8e2af4-e66d-4024-9cfe-737ec523c8aa_1743960827.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,6448896a-6ed9-48b5-8b9d-2c004d2047c6,2025-04-06T17:33:27.000Z,2025-04-06T17:53:05.000Z,jumboz2023@gmail.com,"4834_mai_purple 0",4834_mai_purple,0,no,,6448896a-6ed9-48b5-8b9d-2c004d2047c6_1743960801.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,7ac0d931-9520-4f96-9e19-7b6fe930259a,2025-04-06T17:33:07.000Z,2025-04-06T17:53:03.000Z,jumboz2023@gmail.com,"545_mai_red 1",545_mai_red,1,no,,7ac0d931-9520-4f96-9e19-7b6fe930259a_1743960779.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,18197c7a-6bc0-4e5e-85af-aee8312c927c,2025-04-06T17:32:41.000Z,2025-04-06T17:53:02.000Z,jumboz2023@gmail.com,"4740_mai_red 1",4740_mai_red,1,no,,18197c7a-6bc0-4e5e-85af-aee8312c927c_1743960759.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,5711bff7-eb20-4c69-a68b-6aa4d5333efe,2025-04-06T17:32:20.000Z,2025-04-06T17:53:01.000Z,jumboz2023@gmail.com,"2689_mai_red 1",2689_mai_red,1,no,"2 individuals",5711bff7-eb20-4c69-a68b-6aa4d5333efe_1743960736.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,bf6319c5-4d4d-44fc-a8c1-d680547bb95a,2025-04-06T17:31:54.000Z,2025-04-06T17:52:59.000Z,jumboz2023@gmail.com,"5122_mai_red 1",5122_mai_red,1,yes,,bf6319c5-4d4d-44fc-a8c1-d680547bb95a_1743960711.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,225acb8a-bd7f-4228-84b9-b59da75b4749,2025-04-06T17:31:29.000Z,2025-04-06T17:52:58.000Z,jumboz2023@gmail.com,"5184_mai_red 0",5184_mai_red,0,no,,225acb8a-bd7f-4228-84b9-b59da75b4749_1743960686.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,83dd01a9-eabe-480d-8ed9-04bfb3638eab,2025-04-06T17:31:10.000Z,2025-04-06T17:52:57.000Z,jumboz2023@gmail.com,"5178_mai_red 1",5178_mai_red,1,no,,83dd01a9-eabe-480d-8ed9-04bfb3638eab_1743960661.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,1456e89a-49c5-4ca6-831f-f4ee93345228,2025-04-06T17:30:44.000Z,2025-04-06T17:52:56.000Z,jumboz2023@gmail.com,"4844_mai_red 1",4844_mai_red,1,no,,1456e89a-49c5-4ca6-831f-f4ee93345228_1743960642.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,43ddcfb8-a8f2-4a09-ac3a-9af8a9465ff4,2025-04-06T17:30:26.000Z,2025-04-06T17:52:54.000Z,jumboz2023@gmail.com,"5600_mai_red 1",5600_mai_red,1,yes,"Flowers senesced",43ddcfb8-a8f2-4a09-ac3a-9af8a9465ff4_1743960623.jpg
