obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID,P1_dur,P1_Fmax,T@P1_Fmax,Q@P1_Fmax,P1_PredF,P1_ΔF,P2_dur,P2_ramp,P2_int,P2_int_se,P2_slp,P2_slp_se,P2_R2,P2_dQdt,P3_dur,P3_Fmax,T@P3_Fmax,Q@P3_Fmax,P3_PredF,P3_ΔF,ID,Dur,DCo,InitSlope,Fo,F1,T@F1,T@HIR,F2,T@F2,DCmax,T@DCmax,PhiPS2_dc,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
11,1743784612,910.5,20250404 11:36:51,11:36:51,5,5052_mai_purple,stan,1743784604,0.000117881,0.117881269,2.757753117,1198.858,410.3517851,37.15339318,108.5450198,0.00579397,2.845894021,0.005787425,0.003617728,49.61545527,25.59992633,25.00907,3.181397392,42.66943543,1.383716963,3.242876192,1.797680429,-5.198563949,49.31937868,3.671987107,97.4082571,0,0,1,0,48058,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9903333,252.891879,0.843000093,0.16539018,2,0.5,0: Broadleaf,2,1743784604,1198.858,1200.017667,15.28287667,15.23644333,1200.771,15.24687667,499.9843667,90.44037667,0.099970743,25.33052,25.00907,999.9,0,0,10000.16633,0,175.7551667,-1.407776333,1217.213333,1218.584667,0.04760351,1200.017667,15.23644333,1.382295333,1.377990667,11.72479333,11.67756667,299.9903333,0.8999963,0.100003693,0,2.202003333,0,1011.616333,2812.298,36.43286667,40.99573333,38.40393333,41.17053333,36.9246,269.9906667,30,0,1743784611,0,2.196736,-1.028884617,-0.163076903,1011.6404,15,1743784629,11:37:08,1743784629,1743784628,12,0.251,-0.001,-1.913,0.036,1200,15,0.66,0.12,-1.430673171,0.495762439,0.103471657,1,2.199676471,-0.213445375,0.194094287,-1,0.047069783,0.009313006,0.001261754,1,2,2,2-Feb,3.13506,2.76039,0.193867,0.192027,0.0775986,0.0765617,25851.5,25880.6,29793.2,29588.6,36359.3,36212.5,41971.7,42046.8,1.94613,1.92353,0.0873953,0,23.5741,999.9,38.3,26.9,15.0677,62.2505,28.8101,1,-0.107698,-0.456846,20.4115,5.22747,12.0104,4.9919,3.28982,9999,9999,9999,999.9,1.86707,1.86616,1.86559,1.86558,1.86737,1.86996,1.86859,1.87008,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.913,0.036,0.386524496,-0.002150082,2.08E-07,-1.53E-10,-0.055756117,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.2,1.5,2.38892,2.23755,1.39771,2.3584,1.49536,2.52319,31.2809,15.8394,18,483.026,459.252,24.9547,26.1228,30.0001,26.0273,25.9597,47.8015,-30,-30,24.9499,1200,0,101.891,101.099,NA
12,1743784700,999.0999999,20250404 11:38:20,11:38:20,5,5052_mai_purple,stan,1743784692,0.000110373,0.110372848,3.396039459,1498.560935,466.9228132,42.27474493,135.6782738,0.005440193,2.845890839,0.005434422,0.003397032,49.61450969,25.6103367,25.00944194,3.181467933,42.81209649,1.38903774,3.244498293,1.792430193,-4.8674426,50.55243653,3.763962779,99.06346641,0,0,1,0,48082,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9879355,252.8895732,0.842999145,0.16538835,2,0.5,0: Broadleaf,2,1743784692,1498.560935,1499.985484,15.34186452,15.29839355,1500.871935,15.30686452,500.0096774,90.43903226,0.100011306,25.33892903,25.00944194,999.9,0,0,10000.29548,0,175.9501613,-1.752588065,1521.58129,1523.289677,0.045814913,1499.985484,15.29839355,1.387716452,1.383573226,11.78405806,11.73877742,299.9879355,0.900019387,0.099980613,0,2.269641935,0,1018.266774,2812.298065,36.772,41.401,38.768,41.83841935,37.296,269.9954839,29.99,0,1743784700,0,2.271616,0.160199996,-0.106923087,1018.2764,15,1743784724,11:38:43,1743784724,1743784716,13,0.334,-0.002,-2.311,0.035,1500,15,0.84,0.11,-1.76651075,0.470032008,0.137582684,1,2.261552941,0.441735672,0.151618686,-1,0.045917608,-0.002375267,0.000923424,1,2,2,2-Feb,3.13494,2.76019,0.222356,0.2203,0.0778293,0.0767873,24939,24975.4,29793.9,29588.4,36350.8,36204,41972,42046.7,1.94652,1.92423,0.0866205,0,23.5781,999.9,38.4,26.9,15.1084,62.2742,28.8141,1,-0.107269,-0.380558,20.4115,5.22837,12.0101,4.99365,3.28985,9999,9999,9999,999.9,1.86706,1.86619,1.86556,1.86556,1.86737,1.86996,1.86859,1.87006,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.311,0.035,0.636952593,-0.002150082,2.08E-07,-1.53E-10,-0.05628472,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.2,1.2,2.85522,2.20703,1.39648,2.35718,1.49536,2.62085,31.3026,15.8307,18,483.308,459.707,24.8531,26.125,30.0001,26.0317,25.9618,57.1194,-30,-30,24.8471,1500,0,101.892,101.098,NA
14,1743786999,3297.5,20250404 12:16:38,12:16:38,5,4865_mai_purple,stan,1743786991,7.61E-05,0.076061819,0.104332531,399.9493226,346.1505999,31.34077051,36.21175275,0.003949387,2.846157992,0.003946345,0.002466739,49.61430243,25.56752776,24.99339677,3.178426035,45.70182587,1.478218446,3.234484439,1.700207589,-3.354326228,45.04465197,3.352409488,94.65703766,0,0,1,0,48085,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9863548,252.8882687,0.842999239,0.165388531,2,0.5,0: Broadleaf,2,1743786991,399.9493226,400.0032258,16.32653548,16.29660645,400.6203226,16.26553548,499.9827097,90.44087742,0.099975387,25.28695806,24.99339677,999.9,0,0,10001.72903,0,185.9900323,-0.14821109,406.4897097,406.629871,0.025500755,400.0032258,16.29660645,1.476185161,1.47387871,12.72369355,12.69983548,299.9863548,0.900013968,0.099986032,0,2.229854839,0,982.9261613,2812.277419,36.649,41.11890323,38.48577419,41.45545161,37.141,269.9919355,29.99064516,0,1743786999,0,2.234030769,-0.771261541,1.780341894,982.9352692,15,1743787015,12:16:54,1743787014,1743787015,16,0.094,0.004,-0.671,0.061,400,16,0.29,0.12,-0.145420022,0.020923913,0.047773072,1,2.182379412,0.338669211,0.19798715,-1,0.025376756,0.005143589,0.001156575,1,2,2,2-Feb,3.13521,2.76027,0.0912121,0.0902448,0.0813891,0.0804032,29159.2,29153.6,29809.2,29602,36224.5,36078,41993.4,42070,1.94785,1.92068,0.080727,0,23.6546,999.9,38.9,27.9,16.2276,62.3048,29.1827,1,-0.132597,-0.289308,20.4121,5.22852,12.0105,4.9931,3.2899,9999,9999,9999,999.9,1.86707,1.86624,1.86568,1.8656,1.86738,1.86996,1.86859,1.87009,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.671,0.061,0.072502009,-0.002150082,2.08E-07,-1.53E-10,-0.048477236,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,22.6,22.5,0.999756,2.24487,1.39771,2.35474,1.49536,2.65259,32.2005,15.498,18,482.017,455.441,24.5225,25.8746,30,25.7796,25.7117,20.0121,-30,-30,24.5275,400,0,101.944,101.15,NA
15,1743787085,3383.5,20250404 12:18:04,12:18:04,5,4865_mai_purple,stan,1743787077,7.23E-05,0.072300543,-0.191526592,300.0524194,371.3560297,33.62128313,27.16570229,0.003755434,2.845450987,0.003752682,0.002345674,49.62127727,25.59317186,25.00009677,3.179695935,45.69871772,1.480276798,3.239208607,1.699419138,-3.188453962,47.7694963,3.556646023,97.75896564,0,0,1,0,48071,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.0240323,252.920416,0.843000523,0.165391009,2,0.5,0: Broadleaf,2,1743787077,300.0524194,299.9844839,16.35005161,16.32160323,300.6524194,16.28905161,499.982129,90.43652903,0.099992377,25.31149355,25.00009677,999.9,0,0,9997.876452,0,186.758,0.202484129,305.1767419,304.9620323,0.028536945,299.9844839,16.32160323,1.47865,1.476069355,12.74916774,12.72250645,300.0240323,0.899977935,0.100022055,0,2.344896774,0,981.576,2812.597742,36.96145161,41.32841935,38.796,41.78612903,37.38080645,270.0145161,30.00741935,0,1743787085,0,2.356904,-0.096376923,2.53161539,981.59752,15,1743787101,12:18:20,1743787097,1743787101,17,-0.135,0,-0.6,0.061,300,16,0.17,0.1,0.228627725,-0.473676056,0.060284268,1,2.308244118,0.883579834,0.209786272,-1,0.0280817,0.005992453,0.000937525,1,2,2,2-Feb,3.1353,2.76027,0.0726412,0.0718433,0.0814885,0.0804968,29754.7,29743.6,29808.8,29602.3,36220.1,36075.1,41993.2,42071.2,1.94813,1.92005,0.0832304,0,23.6302,999.9,38.9,27.9,16.228,62.2548,29.2147,1,-0.133963,-0.272269,20.4095,5.22822,12.0099,4.99315,3.28988,9999,9999,9999,999.9,1.86708,1.86623,1.86565,1.86564,1.8674,1.86996,1.86859,1.87008,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.6,0.061,0.166443925,-0.002150082,2.08E-07,-1.53E-10,-0.044237608,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.2,1.2,0.799561,2.26929,1.39648,2.35352,1.49536,2.59766,32.2225,15.4717,18,482.059,454.913,24.5462,25.8598,30.0001,25.7644,25.6945,16.0075,-30,-30,24.5448,300,0,101.944,101.152,NA
16,1743787169,3467.5,20250404 12:19:28,12:19:28,5,4865_mai_purple,stan,1743787161,6.90E-05,0.06896177,-0.435182293,200.1536774,385.7639185,34.9276635,18.12222439,0.003579351,2.845513359,0.003576852,0.002235757,49.61643533,25.58206778,25.02258387,3.183961322,45.82498917,1.483310978,3.236904155,1.700650344,-3.041214052,42.48541392,3.163321129,92.22395633,0,0,1,0,48094,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.995129,252.8960186,0.843000416,0.165390803,2,0.5,0: Broadleaf,2,1743787161,200.1536774,199.985129,16.38265484,16.35552258,200.6876774,16.31865484,500.0099355,90.44154194,0.100009048,25.29952903,25.02258387,999.9,0,0,9997.704516,0,186.7830323,0.309884387,203.6305806,203.3105161,0.024548742,199.985129,16.35552258,1.48144,1.479219677,12.77793871,12.75504839,299.995129,0.899980323,0.100019674,0,2.203209677,0,982.4692258,2812.327419,35.79009677,38.51590323,37.47754839,38.13483871,35.79009677,269.9903226,30.00354839,0,1743787169,0,2.23762,1.54204615,2.413307697,982.50044,15,1743787188,12:19:48,1743787188,1743787185,18,-0.142,0.003,-0.534,0.064,200,16,0.27,0.19,0.33931355,-0.471348428,0.054946806,1,2.202064706,0.306291824,0.219560544,-1,0.024578093,0.000650827,0.000593441,1,2,2,2-Feb,3.13523,2.76007,0.051402,0.0507771,0.0815991,0.0806243,30437.5,30419.3,29810.1,29602.9,36216.1,36070.3,41994.2,42072.1,1.9479,1.92015,0.0829026,0,23.6417,999.9,38.9,27.9,16.2273,62.2249,29.1867,1,-0.135307,0.010158,20.4102,5.22837,12.0099,4.9929,3.28982,9999,9999,9999,999.9,1.86707,1.86623,1.86569,1.86566,1.86742,1.86996,1.86859,1.87012,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.534,0.064,0.0318279,-0.002150082,2.08E-07,-1.53E-10,-0.044253611,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.2,1.1,0.5896,2.27173,1.39648,2.35352,1.49536,2.64404,32.2446,15.4629,18,481.766,454.834,24.3216,25.8425,29.9999,25.746,25.6774,11.8017,-30,-30,24.3031,200,0,101.947,101.154,NA
17,1743787262,3560.5,20250404 12:21:01,12:21:01,5,4865_mai_purple,stan,1743787254,7.02E-05,0.070237377,-0.385472996,100.1355,262.6480077,23.78169635,9.066857488,0.003671951,2.84601682,0.003669321,0.002293562,49.61674268,25.52866001,24.97434333,3.174817118,46.05987321,1.486217142,3.226706975,1.688599977,-3.097468331,41.75769941,3.107004404,91.38397816,0,0,1,0,48139,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.0019333,252.9013308,0.842999003,0.165388076,2,0.5,0: Broadleaf,2,1743787254,100.1355,99.98412667,16.41396667,16.38633333,100.5395,16.34996667,500.0084667,90.44589667,0.09998854,25.24649667,24.97434333,999.9,0,0,10000.30867,0,186.2533,0.230720067,101.8874,101.6498,0.0285052,99.98412667,16.38633333,1.484655333,1.482077667,12.81104333,12.78450333,300.0019333,0.900028,0.0999716,0,2.273886667,0,980.2428333,2812.436333,35.67046667,39.33306667,37.4248,38.69973333,35.9956,270.0096667,29.99,0,1743787262,0,2.295657692,0.073336743,-1.388786316,980.2336154,15,1743787278,12:21:17,1743787277,1743787278,19,-0.08,-0.001,-0.404,0.064,100,16,0.13,0.16,0.252504575,-0.362051493,0.041966206,1,2.288988235,0.002307102,0.184363234,-1,0.02839146,-0.000556726,0.000789605,1,2,2,2-Feb,3.1353,2.76027,0.0269144,0.0265397,0.0817281,0.0807404,31222.9,31197.4,29809.6,29604,36210.5,36066.7,41994.2,42073.7,1.94802,1.92003,0.0813305,0,23.6456,999.9,38.9,28,16.321,62.1649,29.2508,1,-0.13702,-0.386985,20.412,5.22822,12.0099,4.9932,3.28995,9999,9999,9999,999.9,1.86707,1.86627,1.86566,1.8656,1.86746,1.86996,1.86859,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.404,0.064,-0.110328457,-0.002150082,2.08E-07,-1.53E-10,-0.041190843,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.2,1.3,0.372314,2.32178,1.39648,2.35474,1.49536,2.55249,32.2666,15.4454,18,481.672,454.581,24.5608,25.8218,30,25.7256,25.656,7.43144,-30,-30,24.5753,100,0,101.946,101.158,NA
18,1743787346,3645,20250404 12:22:26,12:22:26,5,4865_mai_purple,stan,1743787338,6.14E-05,0.061404092,-0.52960055,50.19752,308.7351344,27.95412268,4.545085661,0.003211039,2.8455349,0.003209027,0.002005823,49.62577455,25.54933217,24.98949667,3.177687023,46.12092598,1.489800875,3.230205906,1.687886149,-2.707920456,42.22005846,3.142466057,92.28037861,0,0,1,0,48127,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.0514667,252.9435224,0.843000453,0.165390875,2,0.5,0: Broadleaf,2,1743787338,50.19752,49.98692,16.45388333,16.42972667,50.57352,16.39088333,500.0173,90.44401333,0.10001475,25.26471,24.98949667,999.9,0,0,9997.563333,0,186.3579333,0.2880049,51.11605667,50.82190333,0.025554973,49.98692,16.42972667,1.488282,1.48597,12.84831,12.82457,300.0514667,0.899992967,0.10000704,0,2.273903333,0,979.5407333,2812.867667,36.1019,40.30396667,37.88946667,40.11226667,36.53093333,270.0446667,30.01,0,1743787346,0,2.30636,-0.601161553,-0.143923084,979.50852,15,1743787362,12:22:42,1743787362,1743787362,20,-0.078,-0.001,-0.376,0.063,50,16,0.17,0.19,0.311045049,-0.419721909,0.051737572,1,2.260344118,0.190708938,0.193233448,-1,0.02512341,0.005423734,0.000970853,1,2,2,2-Feb,3.13529,2.7603,0.0136603,0.0133784,0.0818764,0.0808973,31648.6,31619.3,29809.9,29604,36204.3,36060.3,41994.2,42073.8,1.94848,1.9198,0.0810623,0,23.6516,999.9,38.9,28,16.3223,62.3049,29.2909,1,-0.138209,-0.31247,20.4121,5.22867,12.0102,4.99325,3.28995,9999,9999,9999,999.9,1.86707,1.86626,1.86567,1.86565,1.86742,1.86997,1.86859,1.87008,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.376,0.063,-0.19037841,-0.002150082,2.08E-07,-1.53E-10,-0.042143092,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.2,1.1,0.263672,2.34985,1.39648,2.35229,1.49536,2.51587,32.2666,15.4367,18,481.823,454.338,24.5314,25.8077,30.0001,25.7105,25.6432,5.27296,-30,-30,24.543,50,0,101.947,101.158,NA
19,1743787442,3740.5,20250404 12:24:01,12:24:01,5,4865_mai_purple,stan,1743787434,7.60E-05,0.076035862,0.451175764,399.8268667,208.8546856,18.90889041,36.19876847,0.003976552,2.846102073,0.003973468,0.002483695,49.62043539,25.57405436,25.00354667,3.180349992,46.12778107,1.492571037,3.235731272,1.687778955,-3.35318153,44.48044764,3.310761055,94.05846256,0,0,1,0,48075,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.0216,252.9181378,0.842999763,0.165389543,2,0.5,0: Broadleaf,2,1743787434,399.8268667,400.0195,16.48592,16.45600667,400.4268667,16.42292,499.9933667,90.43612333,0.099984883,25.29343667,25.00354667,999.9,0,0,10001.912,0,185.3767,-0.698293133,406.0151333,406.7125,0.03071856,400.0195,16.45600667,1.490995333,1.488217,12.87613333,12.84764333,300.0216,0.9000129,0.099987107,0,2.30033,0,979.3273667,2812.608,36.53306667,40.9538,38.3666,41.17893333,37.00406667,270.0236667,30,0,1743787442,0,2.287746154,-0.555808539,0.35353845,979.3045769,15,1743787458,12:24:17,1743787457,1743787458,21,0.506,0,-0.6,0.063,400,16,0.41,0.09,-0.72126545,0.480986386,0.049329792,1,2.295673529,-0.765181058,0.227417387,-1,0.030688532,0.000500372,0.000848209,1,2,2,2-Feb,3.13535,2.76032,0.0911967,0.0902659,0.0819732,0.0809799,29161.9,29156.1,29811,29604.9,36203,36059.8,41995.5,42075.4,1.9485,1.9203,0.0825152,0,23.6476,999.9,38.9,28,16.3226,62.1349,29.1066,1,-0.138305,-0.254837,20.4121,5.22343,12.0099,4.99215,3.28985,9999,9999,9999,999.9,1.86707,1.86629,1.86568,1.86568,1.86743,1.86996,1.86859,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.6,0.063,-0.268222401,-0.002150082,2.08E-07,-1.53E-10,-0.043127865,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.3,1.3,0.999756,2.27173,1.39648,2.35352,1.49536,2.59766,32.3107,15.4279,18,481.756,454.558,24.5179,25.799,30.0001,25.7008,25.6325,20.02,-30,-30,24.5163,400,0,101.95,101.162,NA
20,1743787519,3817.5,20250404 12:25:18,12:25:18,5,4865_mai_purple,stan,1743787511,7.84E-05,0.078431551,0.256700444,399.8846129,289.302854,26.18985344,36.20053953,0.004108053,2.845512455,0.004104761,0.002565771,49.61698359,25.59162576,24.99823548,3.179343107,46.12954537,1.494243385,3.239232846,1.685099721,-3.458831402,48.07536331,3.579310587,97.81282608,0,0,1,0,48044,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.0035484,252.9026787,0.842998958,0.165387989,2,0.5,0: Broadleaf,2,1743787511,399.8846129,399.9998387,16.50596774,16.4751129,400.4996129,16.44096774,499.999129,90.42745484,0.100008248,25.31161935,24.99823548,999.9,0,0,9999.256452,0,184.779129,-0.099537481,406.6113226,406.7002258,0.0296218,399.9998387,16.4751129,1.492481935,1.489801935,12.89135484,12.86391935,300.0035484,0.900033,0.099967,0,2.262187097,0,978.9037097,2812.455806,36.84858065,41.31819355,38.687,41.782,37.34045161,270.0141935,29.99,0,1743787518,0,2.260311538,-0.091312832,-0.777675202,978.8911154,15,1743787546,12:25:45,1743787546,1743787535,22,-0.015,0.001,-0.615,0.065,400,16,0.48,0.12,-0.096555329,0.133860418,0.049394606,1,2.292408824,-0.213575252,0.194758343,-1,0.029068739,0.003368003,0.001344785,1,2,2,2-Feb,3.13534,2.76027,0.0911994,0.0902537,0.0820408,0.0810463,29162.2,29156.7,29811.4,29605.1,36201,36057.4,41996.3,42075.6,1.94848,1.92033,0.0836179,0,23.6304,999.9,38.9,28,16.3253,62.265,29.2788,1,-0.138529,-0.213516,20.4125,5.22463,12.0099,4.9918,3.2897,9999,9999,9999,999.9,1.86708,1.86627,1.86568,1.86567,1.86746,1.86996,1.86859,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.615,0.065,0.238182279,-0.002150082,2.08E-07,-1.53E-10,-0.043390042,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1,1,0.999756,2.27661,1.39648,2.35596,1.49536,2.62329,32.3328,15.4192,18,481.701,454.538,24.5831,25.7968,30.0002,25.696,25.6282,20.0159,-30,-30,24.5623,400,0,101.952,101.162,NA
21,1743787619,3918,20250404 12:26:59,12:26:59,5,4865_mai_purple,stan,1743787611,7.43E-05,0.074252501,0.806818628,599.6688,253.1952091,22.91767971,54.27834729,0.003874583,2.845449628,0.003871654,0.002420047,49.6147706,25.60991671,25.03374667,3.186080555,46.10727077,1.495049065,3.242545134,1.69103149,-3.274535294,45.2628376,3.370879994,94.97395289,0,0,1,0,48135,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9851667,252.8876115,0.843000387,0.165390746,2,0.5,0: Broadleaf,2,1743787611,599.6688,600.0093333,16.51734667,16.48813667,600.5428,16.45334667,500.0071667,90.41387667,0.099999143,25.32880333,25.03374667,999.9,0,0,10000.373,0,186.5148667,-0.4932983,609.5854667,610.0681333,0.030264273,600.0093333,16.48813667,1.493493,1.490756333,12.90171,12.87368667,299.9851667,0.899982767,0.100017083,0,2.296183333,0,980.9012,2812.238,36.19146667,39.12056667,37.93726667,38.9727,36.2185,269.9823333,30.00233333,0,1743787619,0,2.294842308,-0.209138453,1.954324742,980.9852308,15,1743787638,12:27:17,1743787637,1743787638,23,0.153,0,-0.874,0.064,600,16,0.47,0.23,-0.535175561,0.421976801,0.079260471,1,2.323920588,-0.686131392,0.190649722,-1,0.030552927,-0.009525776,0.001368199,1,2,2,2-Feb,3.13529,2.76021,0.122718,0.121476,0.082068,0.0810759,28150.9,28155.6,29811.1,29604.3,36200.3,36056,41996.2,42074.8,1.94842,1.92068,0.0841171,0,23.6472,999.9,38.9,28.1,16.4238,62.125,29.1066,1,-0.138666,0.108096,20.4106,5.22717,12.0099,4.99215,3.28993,9999,9999,9999,999.9,1.86707,1.86628,1.86567,1.86566,1.86743,1.86996,1.86859,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.874,0.064,0.222732691,-0.002150082,2.08E-07,-1.53E-10,-0.042247432,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.2,1.4,1.37573,2.2583,1.39648,2.35596,1.49536,2.60132,32.3549,15.3929,18,481.647,454.72,24.2519,25.799,30.0002,25.6932,25.6239,27.5436,-30,-30,24.2354,600,0,101.951,101.16,NA
