obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
11,1743783487,910.9000001,20250404 11:18:06,11:18:06,5,2692_mai_pinkblue,albert,1743783479,0.000331154,0.331154152,4.012189234,1194.705333,714.1835116,64.62934608,108.1137035,0.014447796,2.755526435,0.014405843,0.009007411,86.76388829,25.72572808,25.72572808,3.31988225,39.99431621,1.292667139,3.232127115,2.027215111,-14.60389811,-67.00240637,-5.169293873,-0.011710064,1,0,1,0,48086,486.7665667,399.8788286,0.821500193,0.178245373,6,0.5,0: Broadleaf,2,1743783479,1194.705333,1199.994333,14.28455667,13.89287667,1194.181333,14.24655667,500.0364,90.39400667,0.10002607,25.27470333,24.9927,999.9,0,0,9999.999,0,186.7395667,-5.479916,1211.827333,1216.899667,0.394720167,1199.994333,13.89287667,1.291512333,1.255831333,10.70044667,10.28041,300.027,0.8999987,0.10000113,0,2.00448,0,1833.085333,2534.886333,36.908,40.90806667,38.3122,40.51226667,37.24146667,270.0243333,30.007,0,1743783489,0,1743783509,11:18:28,1743783509,1743783505,11,0.189,0.002,0.524,0.038,1200,14,0.57,0.16,-5.497267317,0.499586132,0.080517901,1,1.990647059,0.114866309,0.146024922,-1,0.395140366,-0.005973449,0.000814442,1,2,2,2-Feb,3.13098,2.77772,0.175766,0.177431,0.0748563,0.0736184,24944,24163.3,30790.7,29613.7,39310.2,36078.9,47081.4,43971.4,1.86025,1.95085,0.0689477,0,23.8559,999.9,36.4,26,13.5873,63.9128,19.0104,1,-0.123587,-0.677023,20.2623,5.23676,11.9682,4.97295,3.291,9999,9999,9999,999.9,4.97274,1.87635,1.87439,1.87717,1.87399,1.87762,1.87469,1.8758,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.524,0.038,-0.14299346,0.00067337,-5.61E-07,2.77E-10,-0.062456952,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.2,2.54761,2.48535,1.39893,2.35718,1.44897,2.5293,31.0419,15.9445,18,473.365,499.759,25.2564,25.4159,30.0003,25.079,25.1306,51.0131,-30,-30,25.2635,1200,0,101.765,101.172,NA
12,1743783583,1007.4,20250404 11:19:43,11:19:43,5,2692_mai_pinkblue,albert,1743783575,0.000325982,0.325982364,4.477876276,1494.007,945.0429453,85.52495756,135.2053744,0.01424473,2.756388251,0.014203959,0.008881128,86.28037172,25.74361135,25.74361135,3.323404248,40.15890339,1.299502479,3.235901305,2.023901769,-14.37582224,-66.76577384,-5.150397342,-0.01162171,1,0,1,0,48047,484.0551,397.6512493,0.821499968,0.178244939,6,0.5,0: Broadleaf,2,1743783575,1494.007,1499.964333,14.35938333,13.97385667,1492.74,14.31938333,500.0455,90.39849333,0.09999458,25.29432,24.99696,999.9,0,0,10004.60433,0,184.0377667,-6.503532667,1515.224333,1521.221333,0.389494967,1499.964333,13.97385667,1.298425333,1.263215667,10.78064333,10.36819667,300.0173333,0.8999991,0.10000069,0,2.032583333,0,1863.238,2534.805667,36.84766667,41.24786667,38.7727,41.07683333,37.5662,270.0153333,30.001,0,1743783586,0,1743783601,11:20:00,1743783601,1743783600,12,0.539,0.001,1.267,0.04,1500,14,0.39,0.17,-6.5208685,0.321852833,0.079232003,1,2.003211765,0.457772348,0.142016113,-1,0.3899588,-0.008447527,0.001044919,1,2,2,2-Feb,3.13097,2.77785,0.201167,0.203058,0.0751276,0.0739224,24174.9,23409.4,30789.9,29612,39299.8,36067.4,47080.6,43969.8,1.8599,1.95187,0.0710115,0,23.8234,999.9,36.5,26,13.6246,64.0228,18.8421,1,-0.121209,-0.670049,20.2624,5.24035,11.9682,4.9734,3.291,9999,9999,9999,999.9,4.97275,1.87631,1.87436,1.87715,1.87395,1.87759,1.87468,1.87579,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.267,0.04,0.045519964,0.00067337,-5.61E-07,2.77E-10,-0.060576852,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.3,3.03955,2.49268,1.39893,2.35718,1.44897,2.46704,31.0419,15.927,18,473.468,500.832,25.3283,25.4516,30.0001,25.1213,25.1725,60.8357,-30,-30,25.3321,1500,0,101.762,101.168,NA
14,1743784475,1899.5,20250404 11:34:35,11:34:35,5,4804_mai_pinkblue,albert,1743784467,0.000137553,0.13755276,0.35192805,399.5065161,295.9948118,26.79305676,36.1627986,0.006185794,2.756710514,0.006178093,0.003861999,83.67614465,25.66248804,25.66248804,3.307453652,41.8196523,1.343871714,3.213493275,1.963581938,-6.066076728,-72.07018551,-5.553411439,-0.013529031,0,0,1,0,48137,469.4451613,385.649144,0.821499881,0.17824477,6,0.5,0: Broadleaf,2,1743784467,399.5065161,399.9947742,14.84634839,14.68373548,399.4715161,14.79834839,499.9994516,90.41870323,0.099967032,25.17755806,25.00661935,999.9,0,0,10004.27581,0,169.407,-0.427514871,405.5885806,405.9556129,0.162075548,399.9947742,14.68373548,1.342339032,1.327684194,11.28147419,11.11596452,300.0381613,0.900002419,0.099997387,0,2.040793548,0,1361.505161,2534.983226,37.09858065,40.14687097,38.48358065,39.66309677,37.16909677,270.0354839,30.00129032,0,1743784478,0,1743784498,11:34:58,1743784498,1743784492,14,-0.061,0.003,0.035,0.048,400,15,0.36,0.11,-0.426058146,-0.01706908,0.032530876,1,2.022711765,0.322154318,0.211924247,-1,0.16171578,0.005680578,0.000787405,1,2,2,2-Feb,3.13068,2.77772,0.0831313,0.0836539,0.0769107,0.0765709,27729.1,26886.3,30772.9,29581.2,39197.2,35918,47059.8,43924.6,1.85815,1.9433,0.0573285,0,24.0631,999.9,37.8,26.2,14.2744,63.6447,18.6899,1,-0.0962551,0.0137418,20.2633,5.23676,11.968,4.9731,3.291,9999,9999,9999,999.9,4.97276,1.87635,1.87439,1.87723,1.87404,1.87772,1.87471,1.87591,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.035,0.048,-0.101423678,0.00067337,-5.61E-07,2.77E-10,-0.064153201,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,12.8,12.8,1.06323,2.49634,1.39893,2.35596,1.44897,2.53296,31.2156,15.7957,18,474.929,498.287,24.0587,25.7794,30.0003,25.4728,25.5286,21.3055,-30,-30,24.0536,400,0,101.713,101.063,NA
15,1743784571,1995,20250404 11:36:10,11:36:10,5,4804_mai_pinkblue,albert,1743784563,0.000139287,0.139286921,0.196364154,299.7057,240.1111396,21.73464308,27.12908876,0.00628816,2.757960235,0.006280206,0.003925843,83.67348797,25.64449436,25.64449436,3.30392478,41.98865244,1.347913207,3.210184488,1.956011573,-6.142553207,-71.99992396,-5.544499643,-0.013488845,0,0,1,0,48121,469.4317,385.6379522,0.821499597,0.178244222,6,0.5,0: Broadleaf,2,1743784563,299.7057,299.9914333,14.89092667,14.72627,299.7557,14.84292667,499.9960667,90.41922,0.0998751,25.16025667,24.9933,999.9,0,0,10011.61833,0,169.4147667,-0.239142967,304.2843,304.4752667,0.167308767,299.9914333,14.72627,1.346665,1.331537,11.33004,11.15964,300.0169333,0.9000296,0.099970493,0,2.06228,0,1361.984667,2534.824333,36.05813333,38.20806667,36.9788,37.02053333,35.78306667,270.0236667,29.99366667,0,1743784573,0,1743784590,11:36:30,1743784587,1743784590,15,-0.047,0,-0.05,0.048,300,15,0.27,0.24,-0.204135156,-0.434237849,0.057676102,1,2.06825,-0.009272723,0.181710246,-1,0.167319073,0.000745944,0.000440261,1,2,2,2-Feb,3.13063,2.77765,0.0663281,0.066703,0.0770781,0.0767344,28235.9,27382,30771.4,29579.4,39186.6,35908.4,47057.2,43922.1,1.85785,1.9427,0.0563115,0,24.0752,999.9,37.9,26.2,14.3118,63.8047,18.6659,1,-0.0943979,-0.129635,20.2634,5.24065,11.968,4.97185,3.291,9999,9999,9999,999.9,4.97276,1.87638,1.8744,1.87727,1.87408,1.87775,1.87472,1.87592,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.05,0.048,-0.162221209,0.00067337,-5.61E-07,2.77E-10,-0.061622215,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.3,0.849609,2.50244,1.39893,2.35596,1.44897,2.54395,31.2374,15.7869,18,474.921,498.084,24.176,25.797,30.0001,25.4951,25.5508,17.0276,-30,-30,24.1759,300,0,101.708,101.057,NA
16,1743784664,2088.5,20250404 11:37:44,11:37:44,5,4804_mai_pinkblue,albert,1743784656,0.00014184,0.14183986,0.02774453,199.931,186.227679,16.85721158,18.09762752,0.00644424,2.756497337,0.006435882,0.004023176,83.6764124,25.60106087,25.60106087,3.295420272,42.21397008,1.351680153,3.201973541,1.943740119,-6.255137807,-71.8975849,-5.537150609,-0.013460913,0,0,1,0,48042,469.4460323,385.6499178,0.821500005,0.178245009,6,0.5,0: Broadleaf,2,1743784656,199.931,199.9983226,14.93249677,14.76483226,200.083,14.88349677,500.0050323,90.41937097,0.099995829,25.11725484,24.99774516,999.9,0,0,10002.94,0,169.458129,-0.009778423,203.0205484,202.9954839,0.169886581,199.9983226,14.76483226,1.350388387,1.335027419,11.37170645,11.19909677,299.9879032,0.900005774,0.099994026,0,2.052912903,0,1372.320968,2534.561935,35.97564516,39.48154839,37.29406452,38.36258065,36.21341935,269.9903226,29.99903226,0,1743784667,0,1743784682,11:38:01,1743784679,1743784682,16,-0.058,0.001,-0.152,0.049,200,15,0.43,0.19,0.01364861,-0.459113014,0.04932398,1,2.076885294,-0.449608858,0.161802362,-1,0.170118425,-0.003282135,0.000743001,1,2,2,2-Feb,3.13059,2.77774,0.0471592,0.0473423,0.0772265,0.0768712,28816.1,27947.8,30771.9,29577,39179.8,35898.8,47058.4,43918.6,1.8575,1.94215,0.0554472,0,24.0914,999.9,38,26.3,14.4342,64.1247,18.5737,1,-0.0936687,-0.183598,20.2651,5.23885,11.968,4.97235,3.291,9999,9999,9999,999.9,4.97275,1.87637,1.87442,1.87729,1.87407,1.87775,1.87483,1.87592,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.152,0.049,-0.208987747,0.00067337,-5.61E-07,2.77E-10,-0.061660902,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.2,0.625,2.50732,1.39893,2.35596,1.44897,2.56226,31.2591,15.7869,18,474.851,497.889,24.29,25.8099,30.0002,25.5123,25.5702,12.5614,-30,-30,24.2897,200,0,101.71,101.049,NA
17,1743784753,2177.5,20250404 11:39:13,11:39:13,5,4804_mai_pinkblue,albert,1743784745,0.000141477,0.141477281,-0.150038559,100.1616,133.4979291,12.08367142,9.066207033,0.006414992,2.754997089,0.006406705,0.004004934,83.41453853,25.63612744,25.63612744,3.302285003,42.22215153,1.354873937,3.20891733,1.947411065,-6.239148093,-71.6645866,-5.524195447,-0.013391604,0,0,1,0,48283,467.9754333,384.4419519,0.821500285,0.17824555,6,0.5,0: Broadleaf,2,1743784745,100.1616,99.99855667,14.96837,14.80113667,100.4236,14.91937,499.9945667,90.41578,0.100016807,25.15362667,25.00060333,999.9,0,0,9994.458667,0,167.9895333,0.220790933,101.7426,101.5009333,0.1705133,99.99855667,14.80113667,1.353673333,1.338256667,11.40839,11.23551667,299.9859,0.899990467,0.100009303,0,2.10391,0,1385.641,2534.532333,36.0977,40.4623,37.90596667,39.83733333,36.77686667,269.985,30.00466667,0,1743784756,0,1743784770,11:39:30,1743784766,1743784770,17,-0.057,-0.001,-0.262,0.049,100,15,0.35,0.19,0.249793875,-0.460374338,0.052305019,1,2.1071,0.033876246,0.157840925,-1,0.170512175,-0.001084311,0.000667972,1,2,2,2-Feb,3.13071,2.77772,0.0250217,0.025032,0.0773528,0.0770002,29485,28600.5,30771.2,29575,39171.9,35889.9,47057.4,43915.8,1.85765,1.94147,0.0542402,0,24.0973,999.9,38,26.3,14.4367,63.7147,18.5337,1,-0.092876,-0.121427,20.2652,5.239,11.968,4.97195,3.291,9999,9999,9999,999.9,4.97274,1.87635,1.87439,1.87726,1.87404,1.87772,1.87472,1.8759,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.262,0.049,-0.266478865,0.00067337,-5.61E-07,2.77E-10,-0.061151123,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.2,0.393066,2.5415,1.39893,2.35596,1.44897,2.43896,31.2809,15.7519,18,475.046,497.587,24.2171,25.8228,30,25.5293,25.5871,7.89614,-30,-30,24.218,100,0,101.708,101.042,NA
18,1743784831,2255.5,20250404 11:40:31,11:40:31,5,4804_mai_pinkblue,albert,1743784823,0.000143337,0.143336504,-0.187300861,50.46620968,93.98647599,8.511301356,4.570158784,0.006512717,2.757146677,0.006504183,0.00406588,83.69567699,25.63474478,25.63474478,3.302014093,42.31474129,1.357660855,3.208481995,1.944353237,-6.321139805,-71.85363074,-5.534347637,-0.013441187,0,0,1,0,48177,469.5537097,385.7384119,0.821500084,0.178245162,6,0.5,0: Broadleaf,2,1743784823,50.46620968,50.25013226,14.99203871,14.82261613,50.80120968,14.94303871,500.0074839,90.45884194,0.099946084,25.15134839,25.00247097,999.9,0,0,10002.41774,0,169.5740323,0.260154729,51.27921613,51.00617742,0.172370774,50.25013226,14.82261613,1.356427097,1.340836129,11.43910968,11.26457419,299.9796774,0.899994742,0.100005135,0,1.99966129,0,1394.996129,2534.482903,36.21351613,40.98367742,38.3666129,40.7276129,37.20535484,269.9803226,29.99967742,0,1743784834,0,1743784849,11:40:49,1743784849,1743784848,18,-0.044,0,-0.335,0.049,50,15,0.33,0.08,0.286322515,-0.281974266,0.208883489,1,2.014570588,-0.055428577,0.176765124,-1,0.173288875,-0.019531621,0.002086073,1,2,2,2-Feb,3.13054,2.77777,0.0129179,0.0127371,0.077465,0.0771145,29851.3,28960.8,30771.3,29574.5,39166.3,35883.6,47057.5,43914.7,1.85707,1.94175,0.0558458,0,24.0874,999.9,38.1,26.3,14.4697,63.8647,18.4295,1,-0.0919461,-0.121964,20.2652,5.2396,11.968,4.97315,3.291,9999,9999,9999,999.9,4.97274,1.87639,1.87444,1.87729,1.87407,1.87776,1.87484,1.87593,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.335,0.049,-0.323720216,0.00067337,-5.61E-07,2.77E-10,-0.061845849,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.1,1,0.274658,2.55249,1.39893,2.35596,1.44897,2.48535,31.2809,15.7606,18,474.829,497.891,24.2106,25.8338,30.0001,25.5424,25.6003,5.53449,-30,-30,24.2098,50,0,101.708,101.04,NA
19,1743784929,2353.5,20250404 11:42:09,11:42:09,5,4804_mai_pinkblue,albert,1743784921,0.000141377,0.141376543,0.545080741,399.2710323,251.8445779,22.80245999,36.15071571,0.006422314,2.757446686,0.006414015,0.004009504,81.11064174,25.67598778,25.67598778,3.310103344,42.42849877,1.365931911,3.219373653,1.944171433,-6.234705528,-69.5310106,-5.35751351,-0.0125879,0,0,1,0,48097,455.0514516,373.8247653,0.821499995,0.178244991,6,0.5,0: Broadleaf,2,1743784921,399.2710323,399.992871,15.08620323,14.91910968,399.2450323,15.03420323,499.9967097,90.44183226,0.099962145,25.20826774,24.99721935,999.9,0,0,10006.07484,0,155.0514194,-0.918618516,405.1874194,406.0507742,0.168219419,399.992871,14.91910968,1.364527097,1.349311613,11.52905161,11.35967097,300.0000323,0.89999271,0.100007361,0,2.047848387,0,1369.678387,2534.653226,36.78606452,41.47154839,38.782,41.52403226,37.65493548,269.9980645,29.99967742,0,1743784932,0,1743784946,11:42:26,1743784945,1743784946,19,0.197,0.001,0.026,0.052,400,15,0.52,0.08,-0.94656615,0.45490442,0.081019643,1,2.000370588,0.467630248,0.195107473,-1,0.1679695,0.009498619,0.001237975,1,2,2,2-Feb,3.13063,2.77777,0.083109,0.0836583,0.0778195,0.0774675,27727.6,26877.5,30770.8,29572,39156.3,35872.1,47057.5,43911.5,1.85737,1.9419,0.0542812,0,24.1138,999.9,38.2,26.3,14.5051,64.1747,18.5096,1,-0.0906301,-0.124118,20.2653,5.2396,11.968,4.97315,3.291,9999,9999,9999,999.9,4.97273,1.87637,1.87444,1.87728,1.87408,1.87775,1.8748,1.87591,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.026,0.052,-0.367756492,0.00067337,-5.61E-07,2.77E-10,-0.062041102,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.4,1.06323,2.51343,1.39893,2.35596,1.44897,2.5647,31.3244,15.7431,18,475.121,498.182,24.0758,25.8534,30.0002,25.5618,25.6215,21.3141,-30,-30,24.0604,400,0,101.707,101.032,NA
20,1743785007,2431.5,20250404 11:43:27,11:43:27,5,4804_mai_pinkblue,albert,1743784999,0.000142035,0.14203465,0.566661576,399.2381613,247.8512304,22.44202528,36.14955993,0.006481948,2.756319928,0.006473491,0.004046691,82.1041949,25.65284458,25.65284458,3.305561992,42.63498928,1.370182773,3.213751888,1.93537922,-6.263728078,-70.42611953,-5.427269577,-0.012922283,0,0,1,0,48096,460.6250323,378.4035086,0.821500097,0.178245187,6,0.5,0: Broadleaf,2,1743784999,399.2381613,399.9862258,15.13239032,14.96452258,399.2651613,15.08039032,499.9840645,90.44636452,0.099989606,25.17890968,25.00956774,999.9,0,0,9998.904839,0,160.6073226,-0.694924613,405.4274194,406.0627742,0.170696387,399.9862258,14.96452258,1.368924516,1.353486774,11.57770323,11.40631935,300.0177097,0.899996258,0.100003852,0,1.931574194,0,1366.58,2534.806774,37.56632258,41.67712903,39.10664516,41.74174194,37.91909677,270.0154839,30.00387097,0,1743785010,0,1743785024,11:43:44,1743785023,1743785024,20,-0.053,-0.001,-0.027,0.052,400,15,0.53,0.08,-0.69641645,0.03912466,0.030347718,1,1.979191176,-0.817095495,0.191475633,-1,0.170490625,0.002885212,0.000729655,1,2,2,2-Feb,3.13066,2.77781,0.0831055,0.0836529,0.0779798,0.07763,27726.2,26876,30769.3,29570.2,39147.6,35863.4,47055.4,43908.6,1.85697,1.94147,0.053253,0,24.1361,999.9,38.2,26.3,14.5054,64.1147,18.5537,1,-0.0891616,0.183889,20.2631,5.23706,11.968,4.97305,3.291,9999,9999,9999,999.9,4.97273,1.87637,1.87442,1.87728,1.87408,1.87775,1.87479,1.87591,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.027,0.052,-0.17098443,0.00067337,-5.61E-07,2.77E-10,-0.06105643,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1,1,1.06323,2.51221,1.39893,2.35474,1.44897,2.56226,31.368,15.7256,18,475.04,498.061,23.7933,25.8718,30,25.5813,25.6398,21.3104,-30,-30,23.7875,400,0,101.703,101.026,NA
21,1743785098,2522.5,20250404 11:44:58,11:44:58,5,4804_mai_pinkblue,albert,1743785090,0.00014464,0.144639987,1.011954175,598.7215806,337.7166287,30.58002604,54.21385852,0.006626154,2.756487998,0.006617318,0.004136616,82.80142845,25.64434788,25.64434788,3.303896066,42.84161898,1.375830701,3.211434893,1.928065365,-6.378623414,-70.96781018,-5.468114133,-0.013119275,0,0,1,0,48218,464.537871,381.6177966,0.821499861,0.178244732,6,0.5,0: Broadleaf,2,1743785090,598.7215806,600.0398065,15.19426129,15.02333548,598.5315806,15.14126129,500.0144516,90.4493,0.1000643,25.16679677,24.99605161,999.9,0,0,9999.574839,0,164.5416774,-1.471345806,607.8047097,609.1918065,0.172736548,600.0398065,15.02333548,1.374473548,1.35885,11.63891613,11.46605484,299.9961935,0.900003935,0.099996042,0,2.008777419,0,1347.187419,2534.629355,36.70125806,38.98974194,37.50587097,38.028,36.37490323,269.9987097,29.99677419,0,1743785101,0,1743785115,11:45:15,1743785114,1743785115,21,0.153,0,0.19,0.053,600,15,0.4,0.14,-1.49789925,0.441472008,0.050878572,1,2.025738235,-0.246977841,0.162103798,-1,0.1724802,-0.000177996,0.001062483,1,2,2,2-Feb,3.13062,2.77783,0.111683,0.112524,0.078202,0.0778447,26861.3,26028.9,30768.5,29570,39139.5,35856.7,47054.6,43908.3,1.8571,1.94132,0.0512823,0,24.1463,999.9,38.3,26.4,14.6292,63.9847,18.5857,1,-0.0880488,-0.0155174,20.2634,5.23676,11.968,4.97285,3.291,9999,9999,9999,999.9,4.97274,1.87638,1.87443,1.87727,1.87406,1.87775,1.87479,1.87592,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.19,0.053,-0.224411211,0.00067337,-5.61E-07,2.77E-10,-0.061984551,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.2,1.46606,2.50977,1.39893,2.35474,1.44897,2.5647,31.4333,15.7081,18,475.253,498.167,23.8731,25.8936,30,25.6029,25.6627,29.3544,-30,-30,23.8865,600,0,101.701,101.025,NA
22,1743785192,2616,20250404 11:46:31,11:46:31,5,4804_mai_pinkblue,albert,1743785184,0.00014669,0.146689694,1.30547155,798.3111333,467.4047318,42.32409771,72.2880966,0.006768989,2.756355138,0.006759768,0.004225682,81.88916173,25.60177242,25.60177242,3.295559442,43.10527147,1.381304873,3.204491762,1.914254568,-6.469015515,-70.03830727,-5.394614759,-0.012775806,0,0,1,0,48189,459.4189,377.412647,0.821500045,0.178245087,6,0.5,0: Broadleaf,2,1743785184,798.3111333,800.0182,15.25439333,15.08105333,798.3171333,15.20039333,500.0070333,90.45132333,0.099958723,25.13045333,24.9851,999.9,0,0,9998.565,0,159.4484333,-1.451777,810.9384333,812.268,0.1753383,800.0182,15.08105333,1.379961667,1.364102667,11.69922,11.52435667,299.9704667,0.8999979,0.10000201,0,2.057163333,0,1337.266667,2534.407667,35.608,38.3206,36.64146667,37.10813333,35.61633333,269.973,29.998,0,1743785194,0,1743785219,11:46:59,1743785219,1743785209,22,-0.256,0.001,-0.006,0.054,800,15,0.48,0.14,-1.481134878,0.457576725,0.055853942,1,2.062508824,-0.028961042,0.159311405,-1,0.175474244,-0.001137868,0.000564005,1,2,2,2-Feb,3.13042,2.77784,0.135839,0.136862,0.0784243,0.0780663,26129.9,25312.8,30767.4,29567.4,39130.4,35847.1,47053,43905.1,1.8566,1.94173,0.050202,0,24.1646,999.9,38.3,26.4,14.629,64.1647,18.4976,1,-0.0860899,-0.0499101,20.2652,5.2399,11.9682,4.9726,3.291,9999,9999,9999,999.9,4.97276,1.87645,1.87453,1.8773,1.87408,1.87776,1.87485,1.87592,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.006,0.054,-0.071440944,0.00067337,-5.61E-07,2.77E-10,-0.061688185,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.3,1.84448,2.51099,1.39893,2.35474,1.44897,2.43896,31.477,15.6818,18,475.163,498.664,24.0356,25.9189,30.0003,25.6289,25.688,36.9426,-30,-30,24.036,800,0,101.697,101.017,NA
23,1743785293,2717,20250404 11:48:12,11:48:12,5,4804_mai_pinkblue,albert,1743785285,0.000144057,0.144057138,1.713274405,997.7873667,557.8461487,50.51546185,90.3541053,0.006646043,2.756578943,0.006637154,0.004149019,83.29961761,25.63812335,25.63812335,3.302676104,43.24899004,1.388128776,3.209621252,1.914547329,-6.352919801,-71.45496301,-5.50503318,-0.013298379,0,0,1,0,48143,467.3321333,383.9133483,0.821500002,0.178245003,6,0.5,0: Broadleaf,2,1743785285,997.7873667,1000.0158,15.32921333,15.15899333,997.6393667,15.27221333,499.9959667,90.45448,0.09998914,25.15731,24.99745667,999.9,0,0,9999.540333,0,167.3328333,-2.316013333,1013.233333,1015.408,0.171248533,1000.0158,15.15899333,1.386689,1.371198333,11.77285,11.60282,299.9993,0.9000002,0.09999954,0,2.068796667,0,1336.59,2534.654333,36.14546667,40.11226667,37.59973333,39.22473333,36.50813333,269.9996667,30,0,1743785296,0,1743785323,11:48:42,1743785323,1743785310,23,0.087,0.001,0.148,0.057,1000,15,0.81,0.11,-2.346866098,0.461056307,0.083620034,1,2.044388235,0.04435753,0.165971532,-1,0.171447659,-0.000930648,0.000636093,1,2,2,2-Feb,3.13049,2.7777,0.156978,0.15822,0.0787,0.078357,25489.5,24684.8,30765.9,29565.6,39118.6,35834.8,47051.1,43902.1,1.85658,1.93985,0.0489727,0,24.193,999.9,38.4,26.4,14.668,64.1147,18.5857,1,-0.0832952,0.039823,20.2665,5.24005,11.9685,4.97325,3.291,9999,9999,9999,999.9,4.97273,1.87637,1.87446,1.87728,1.87406,1.87771,1.87481,1.87591,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.148,0.057,-0.327498283,0.00067337,-5.61E-07,2.77E-10,-0.06076709,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.4,2.20459,2.4939,1.39893,2.35474,1.44897,2.60376,31.5424,15.6818,18,475.354,497.678,23.99,25.9495,30.0003,25.6592,25.7188,44.139,-30,-30,23.9904,1000,0,101.693,101.011,NA
