SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,08:38:58,2026-01-08,TT25_psf_dark,eap,,4740_mai_red,,,-0.001481,2.920436,-0.001482,-0.025592,1.045861,1.046497,2.554640,1.508779,11.736112,11.728974,28.649414,0.441786,7.500000,PSF-00438_20260108083858_c9a,20.526409,56.285622,0.635317,0.000000,0.000000,0.000000,0.5,0.80,0.112210,1.000000,37.05,37.07,23.02,21.38,21.38,89.17,156.5,157.9,-0.9,0,4.005,09:43:21,2026-01-08,-0.11,1,0.000,-0.001,-0.010,-0.748,-1.318,-19.340,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.450382,2.464573,1.654169,0.941182,0.295202,-0.017624,0.085932,0.107698,20.526409,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108083858_c9a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
10,08:39:22,2026-01-08,TT25_psf_dark,eap,,TT24_112_mai_yellow,,,0.003553,2.921486,0.003549,0.066987,0.996112,0.994447,2.644749,1.648637,11.152850,11.171528,29.661203,0.441786,7.500000,PSF-00438_20260108083922_44a,178.118713,378.517639,0.529431,0.000000,0.000000,0.000000,0.5,0.80,0.158335,1.000000,35.32,35.26,23.00,21.95,21.95,89.17,156.7,158.3,-1.1,1,4.008,09:43:21,2026-01-08,-0.11,1,0.001,-0.000,0.001,-0.098,0.337,46.923,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.447829,2.462113,1.655266,0.942206,0.295363,-0.011228,0.089277,0.107974,178.118713,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108083922_44a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
11,08:39:52,2026-01-08,TT25_psf_dark,eap,,5184_mai_red,,,0.007077,2.921057,0.007060,0.122369,0.996652,0.993609,2.511683,1.515031,11.144201,11.178332,28.170752,0.441786,7.500000,PSF-00438_20260108083952_1a1,113.834381,532.736755,0.786322,0.000000,0.000000,0.000000,0.5,0.80,0.194149,1.000000,35.38,35.28,22.98,21.10,21.10,89.16,156.6,157.6,-0.6,1,4.007,09:43:21,2026-01-08,-0.11,1,0.001,-0.002,-9999.000,-0.181,-0.172,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.447859,2.462214,1.654818,0.940387,0.295629,-0.020249,0.093455,0.107856,113.834381,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108083952_1a1,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
12,08:40:30,2026-01-08,TT25_psf_dark,eap,,1689_mai_orange,,,0.003564,2.922673,0.003559,0.056669,0.996057,0.994650,2.388588,1.392531,11.156630,11.172416,26.791933,0.441786,7.500000,PSF-00438_20260108084030_d00,164.105408,501.251923,0.672609,0.000000,0.000000,0.000000,0.5,0.80,0.024779,1.000000,35.43,35.38,22.95,20.29,20.29,89.15,156.8,158.3,-1.0,0,4.007,09:43:21,2026-01-08,-0.11,1,0.002,-0.000,-9999.000,0.168,0.650,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448017,2.462290,1.656510,0.942243,0.296016,-0.028772,0.098564,0.107384,164.105408,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108084030_d00,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
13,08:40:45,2026-01-08,TT25_psf_dark,eap,,TT24_150_mai_red,,,0.003068,2.921460,0.003065,0.042417,0.998168,0.997113,2.209659,1.211491,11.184358,11.196185,24.785164,0.441786,7.500000,PSF-00438_20260108084045_105,122.815849,522.934204,0.765141,0.000000,0.000000,0.000000,0.5,0.80,0.126987,1.000000,35.56,35.52,22.92,19.03,19.03,89.15,156.7,158.3,-1.0,0,4.007,09:43:21,2026-01-08,-0.11,1,-0.002,-0.005,-9999.000,0.053,0.042,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448220,2.462478,1.655239,0.942156,0.296309,-0.042007,0.100552,0.107674,122.815849,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108084045_105,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
14,08:41:16,2026-01-08,TT25_psf_dark,eap,,2546_mai_orange,,,0.007121,2.921909,0.007103,0.117755,0.967619,0.964692,2.417624,1.450005,10.819753,10.852586,27.115494,0.441786,7.500000,PSF-00438_20260108084116_c11,11.656165,37.254452,0.687120,0.000000,0.000000,0.000000,0.5,0.80,0.020834,1.000000,34.58,34.48,22.87,20.48,20.48,89.16,156.7,158.2,-0.9,0,4.006,09:43:21,2026-01-08,-0.11,1,0.000,-0.002,-9999.000,0.131,-0.179,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.446745,2.461087,1.655710,0.941807,0.296922,-0.025794,0.104662,0.107369,11.656165,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108084116_c11,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
15,08:41:43,2026-01-08,TT25_psf_dark,eap,,TT24_110_mai_pink,,,-0.000891,2.923202,-0.000891,-0.016348,0.990381,0.990786,2.593585,1.603205,11.112705,11.108152,29.089766,0.441786,7.500000,PSF-00438_20260108084143_176,282.652252,390.513885,0.276204,0.000000,0.000000,0.000000,0.5,0.80,0.003543,1.000000,35.50,35.51,22.82,21.63,21.63,89.16,156.9,158.3,-0.9,0,4.005,09:43:21,2026-01-08,-0.11,1,-0.001,0.000,-0.005,-0.046,0.435,63.292,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448226,2.462410,1.657066,0.942196,0.297504,-0.012732,0.108225,0.107330,282.652252,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108084143_176,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
16,08:42:04,2026-01-08,TT25_psf_dark,eap,,1468_mai_white,,,0.000062,2.920713,0.000062,0.000978,0.988865,0.988841,2.360144,1.371279,11.091314,11.091587,26.472519,0.441786,7.500000,PSF-00438_20260108084204_376,106.022354,539.459839,0.803466,0.000000,0.000000,0.000000,0.5,0.80,0.010946,1.000000,35.52,35.51,22.79,20.09,20.09,89.15,156.6,157.6,-0.6,0,4.004,09:43:21,2026-01-08,-0.11,1,-0.001,0.000,-9999.000,0.236,0.542,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448233,2.462440,1.654459,0.940252,0.297894,-0.029107,0.110917,0.107332,106.022354,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108084204_376,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
17,08:42:40,2026-01-08,TT25_psf_dark,eap,,2265_mai_white,,,0.001283,2.921795,0.001282,0.023325,0.988674,0.988094,2.577919,1.589245,11.081918,11.088421,28.912516,0.441786,7.500000,PSF-00438_20260108084240_a24,323.927887,369.373444,0.123034,0.000000,0.000000,0.000000,0.5,0.80,0.010696,1.000000,35.63,35.61,22.74,21.53,21.53,89.16,156.7,158.6,-1.2,0,4.004,09:43:21,2026-01-08,-0.11,1,-0.000,-0.003,-9999.000,0.214,0.059,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448374,2.462610,1.655590,0.942808,0.298552,-0.012838,0.115694,0.107497,323.927887,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108084240_a24,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
18,08:43:02,2026-01-08,TT25_psf_dark,eap,,2662_mai_white,,,0.001008,2.921725,0.001007,0.019951,0.978577,0.978081,2.707982,1.729406,10.969950,10.975513,30.372166,0.441786,7.500000,PSF-00438_20260108084302_4a8,28.828026,28.610229,-0.007613,0.000000,0.000000,0.000000,0.5,0.80,-0.001306,1.000000,35.33,35.31,22.71,22.33,22.33,89.16,156.7,158.3,-1.0,0,3.970,09:43:21,2026-01-08,-0.11,1,0.001,0.000,-9999.000,-0.472,0.574,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.447960,2.462189,1.655517,0.942161,0.298912,-0.003585,0.118399,0.107687,28.828026,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108084302_4a8,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
19,08:43:45,2026-01-08,TT25_psf_dark,eap,,6495_mai_orange,,,-0.002086,2.922226,-0.002087,-0.035684,1.012158,1.013044,2.506376,1.494219,11.361835,11.351893,28.110363,0.441786,7.500000,PSF-00438_20260108084345_859,296.690582,367.684723,0.193084,0.000000,0.000000,0.000000,0.5,0.80,0.023172,1.000000,36.63,36.66,22.67,21.07,21.07,89.16,156.8,158.3,-1.0,0,4.001,09:43:21,2026-01-08,-0.11,1,-0.003,-0.003,-9999.000,-0.165,0.172,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.449872,2.464046,1.656042,0.942116,0.299380,-0.017103,0.123896,0.107571,296.690582,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108084345_859,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
20,08:44:04,2026-01-08,TT25_psf_dark,eap,,5506_mai_orange,,,0.000086,2.921519,0.000086,0.001471,1.045263,1.045227,2.541711,1.496448,11.723898,11.724308,28.509382,0.441786,7.500000,PSF-00438_20260108084404_54a,58.155655,271.753540,0.785999,0.000000,0.000000,0.000000,0.5,0.80,0.061704,1.000000,37.86,37.85,22.65,21.30,21.30,89.15,156.7,156.2,0.3,0,4.000,09:43:21,2026-01-08,-0.11,1,0.000,0.000,-9999.000,0.962,2.164,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.451550,2.465786,1.655301,0.936881,0.299538,-0.014455,0.126247,0.107478,58.155655,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108084404_54a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
21,08:44:20,2026-01-08,TT25_psf_dark,eap,,TT24_111_mai_red,,,0.000268,2.922035,0.000268,0.004724,1.030760,1.030643,2.571016,1.540256,11.559993,11.561309,28.837275,0.441786,7.500000,PSF-00438_20260108084420_88a,108.154533,522.599792,0.793045,0.000000,0.000000,0.000000,0.5,0.80,0.051538,1.000000,37.34,37.33,22.65,21.48,21.48,89.16,156.7,157.7,-0.6,0,3.999,09:43:21,2026-01-08,-0.11,1,-0.002,0.002,-9999.000,-0.324,0.144,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.450821,2.465055,1.655842,0.940563,0.299576,-0.012363,0.128270,0.107447,108.154533,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260108084420_88a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:15.848Z
