obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID,P1_dur,P1_Fmax,T@P1_Fmax,Q@P1_Fmax,P1_PredF,P1_ΔF,P2_dur,P2_ramp,P2_int,P2_int_se,P2_slp,P2_slp_se,P2_R2,P2_dQdt,P3_dur,P3_Fmax,T@P3_Fmax,Q@P3_Fmax,P3_PredF,P3_ΔF,ID,Dur,DCo,InitSlope,Fo,F1,T@F1,T@HIR,F2,T@F2,DCmax,T@DCmax,PhiPS2_dc,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
11,1743702838,925.5,20250403 12:53:58,12:53:58,5,4781_mai_green,stan,1743702830,0.000281939,0.281938768,5.310307415,1197.726613,604.9482744,54.59595236,108.0935807,0.015057111,2.840869838,0.015012916,0.009387032,49.62133563,25.09943796,24.04139355,3.002429609,42.72914746,1.348430957,3.155763776,1.653998651,-12.43349967,127.4330257,9.436634028,174.0574957,15,3,1,0,47979,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.026,252.9219364,0.843000061,0.165390118,2,0.5,0: Broadleaf,2,1743702830,1197.726613,1199.985806,14.94123548,14.83014516,1199.271613,14.90523548,500.0008065,90.14897742,0.099982168,24.87343548,24.04139355,999.9,0,0,10001.63387,0,186.3834516,-2.490164194,1215.660645,1218.049355,0.112667516,1199.985806,14.83014516,1.347079032,1.336920968,11.33465484,11.22047419,300.026,0.89999571,0.100004368,0,2.24113871,0,858.1051613,2812.631935,36.82441935,40.88683871,38.81629032,41.01383871,36.97351613,270.0229032,30.00322581,0,1743702838,0,2.246892308,-0.379931636,12.74642736,858.2052692,15,1743702863,12:54:22,1743702863,1743702855,11,0.238,-0.001,-1.545,0.036,1200,15,0.65,0.1,-2.5319735,0.413078274,0.124530134,1,2.240832353,-0.159555392,0.16519448,-1,0.11324885,-0.016188383,0.001776059,1,2,2,2-Feb,3.13483,2.76026,0.193079,0.191397,0.0760362,0.074793,25886.6,25903.4,29805.1,29592.1,36437.7,36292.3,41990.1,42058,1.91185,1.9097,0.048548,0,23.2451,999.9,35.3,28,14.8607,62.1326,29.4311,1,-0.106664,0.210291,20.4103,5.22732,12.0102,4.99235,3.28973,9999,9999,9999,999.9,1.86708,1.86628,1.86565,1.86565,1.86739,1.86996,1.86859,1.87012,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.545,0.036,0.767721696,-0.002150082,2.08E-07,-1.53E-10,-0.051379365,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.2,1.4,2.39624,2.24365,1.39771,2.35474,1.49536,2.6123,32.1784,15.3404,18,462.917,451.317,23.6299,26.1933,29.9999,26.1065,26.0378,47.9325,-30,-30,23.63,1200,0,101.934,101.119,NA
12,1743702931,1018.5,20250403 12:55:31,12:55:31,5,4781_mai_green,stan,1743702923,0.000268743,0.268742921,6.468299003,1497.272333,739.1486871,66.70782158,135.1281243,0.014319649,2.840313604,0.014279662,0.008928372,49.6156374,25.08097316,24.03074,3.000509317,42.60939479,1.342886533,3.151620762,1.657622784,-11.8515628,125.6687661,9.306276393,172.7391171,15,3,1,0,48001,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9860667,252.8887422,0.843001627,0.16539314,2,0.5,0: Broadleaf,2,1743702923,1497.272333,1500.020667,14.87970667,14.77380667,1499.152333,14.84570667,499.9888667,90.14952333,0.10000662,24.85142333,24.03074,999.9,0,0,9998.161667,0,186.5797667,-3.136930667,1519.496667,1522.514,0.1081945,1500.020667,14.77380667,1.341604333,1.331851667,11.27323,11.16319667,299.9860667,0.899950333,0.100049727,0,2.23313,0,906.2269,2812.215667,35.4664,38.27473333,37.18313333,37.64973333,35.44146667,269.9723333,30.015,0,1743702931,0,2.230176,-0.380676916,6.858846134,906.30988,15,1743702950,12:55:49,1743702950,1743702947,12,0.396,-0.001,-1.88,0.034,1500,15,0.66,0.14,-3.13817425,0.375589081,0.126688897,1,2.227364706,-0.215938886,0.188205776,-1,0.109068775,-0.009468281,0.001994,1,2,2,2-Feb,3.13479,2.76023,0.221491,0.219613,0.0758072,0.0745848,24976.7,25001,29806.1,29593,36448,36302.2,41990.9,42059.3,1.91182,1.91055,0.0483915,0,23.2451,999.9,35.2,28,14.8173,62.0126,29.2107,1,-0.108331,0.208987,20.4104,5.22672,12.0102,4.99225,3.28978,9999,9999,9999,999.9,1.86707,1.86623,1.86563,1.86566,1.86743,1.86996,1.86859,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.88,0.034,1.004642031,-0.002150082,2.08E-07,-1.53E-10,-0.051969833,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.1,1.3,2.86133,2.23145,1.39648,2.3584,1.49536,2.60742,32.1784,15.3228,18,462.767,451.701,23.63,26.1736,30.0001,26.0895,26.0204,57.2613,-30,-30,23.63,1500,0,101.937,101.122,NA
13,1743705365,3452.5,20250403 13:36:05,13:36:05,5,2803_mai_green,stan,1743705357,8.03E-05,0.08032923,0.24143238,399.9033871,284.6384705,25.69575877,36.10130756,0.003735325,2.84095597,0.003732598,0.002333119,49.61187834,25.47811993,24.989,3.177592923,39.86947612,1.282779379,3.217447289,1.894813544,-3.542519038,32.04338681,2.388048566,80.50079468,0,0,1,0,47923,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9665484,252.8720132,0.84300071,0.16539137,2,0.5,0: Broadleaf,2,1743705357,399.9033871,400.0128065,14.20967419,14.178,400.5543871,14.17067419,500.0144839,90.17506129,0.100011955,25.1982129,24.989,999.9,0,0,9999.269032,0,187.133,-0.171368935,405.604129,405.7658065,0.029685755,400.0128065,14.178,1.281177742,1.278501935,10.57984839,10.54847097,299.9665484,0.899979129,0.10002089,0,2.302129032,0,369.6841935,2812.05871,35.45741935,38.21548387,37.12870968,37.57632258,35.46141935,269.963871,30.00387097,0,1743705365,0,2.3083,0.410905974,0.885914539,369.7001923,15,1743705382,13:36:22,1743705382,1743705381,14,0.062,0.002,-0.651,0.039,400,14,0.45,0.14,-0.168758348,-0.104222273,0.039735053,1,2.272126471,0.753187164,0.215346979,-1,0.028892038,0.017490922,0.001808105,1,2,2,2-Feb,3.13489,2.76031,0.0908727,0.0899245,0.0733004,0.0724288,29163.5,29152.2,29804,29591.1,36543,36386.2,41988,42060.1,1.94363,1.90735,0.0790134,0,23.6874,999.9,33.7,28.2,14.3499,62.1449,29.2909,1,-0.113592,0.0428595,20.4111,5.22672,12.0126,4.992,3.28993,9999,9999,9999,999.9,1.86708,1.86627,1.86569,1.86568,1.86746,1.86996,1.86859,1.87012,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.651,0.039,0.124879194,-0.002150082,2.08E-07,-1.53E-10,-0.043509668,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,17.4,17.4,0.999756,2.27295,1.39648,2.35474,1.49536,2.4646,32.3328,14.9901,18,481.254,449.016,24.0934,26.1118,30,25.9989,25.9315,20.0142,-30,-30,24.0936,400,0,101.929,101.121,NA
14,1743705451,3538,20250403 13:37:30,13:37:30,5,2803_mai_green,stan,1743705443,7.95E-05,0.079527894,-0.019525794,300.0087333,298.1615258,26.91197133,27.07869973,0.003692016,2.841636914,0.003689353,0.002306085,49.61563262,25.46279844,24.99633333,3.178982568,39.86379802,1.281413721,3.214479765,1.897568848,-3.507180138,28.55310461,2.127336241,76.78889334,0,0,1,0,48018,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9885,252.8905825,0.843000923,0.165391782,2,0.5,0: Broadleaf,2,1743705443,300.0087333,300.0104667,14.19696333,14.16560333,300.4757333,14.15796333,499.9926,90.15974667,0.099958217,25.18271333,24.99633333,999.9,0,0,10005.145,0,188.0735333,0.020815018,304.3521,304.3213667,0.031148297,300.0104667,14.16560333,1.279975333,1.277167333,10.56577333,10.53281,299.9885,0.8999776,0.100022597,0,2.31635,0,366.7479667,2812.264,35.5935,39.48726667,37.4873,38.7269,35.9455,269.9826667,30.00833333,0,1743705450,0,2.300223077,0.660075213,-0.066940168,366.7791538,15,1743705467,13:37:46,1743705463,1743705467,15,-0.023,0.001,-0.467,0.039,300,14,0.45,0.17,0.053860543,-0.424084977,0.066642368,1,2.333544118,0.142574485,0.20152913,-1,0.031214146,-0.003982472,0.001283581,1,2,2,2-Feb,3.1348,2.76044,0.0723318,0.0715581,0.0732379,0.0723712,29758,29739.8,29803.8,29590.6,36544.8,36387.8,41987.5,42059.7,1.943,1.90685,0.0778362,0,23.7116,999.9,33.7,28.2,14.3532,62.0449,29.2147,1,-0.111847,0.353339,20.4121,5.22672,12.0117,4.9929,3.28988,9999,9999,9999,999.9,1.86708,1.86628,1.86567,1.86569,1.86743,1.86996,1.86859,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.467,0.039,0.187066048,-0.002150082,2.08E-07,-1.53E-10,-0.041579793,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.1,1.2,0.799561,2.27905,1.39648,2.35352,1.49536,2.5769,32.3328,14.9901,18,480.923,448.745,24.1767,26.1184,30.0009,26.0054,25.9358,16.0037,-30,-30,24.1303,300,0,101.929,101.12,NA
15,1743705538,3625.5,20250403 13:38:58,13:38:58,5,2803_mai_green,stan,1743705530,7.49E-05,0.074881425,-0.193655599,200.0739333,281.1109117,25.37106538,18.05724584,0.003469858,2.84108545,0.003467505,0.002167402,49.61408407,25.47537234,25.00515,3.180654004,39.78648243,1.279788344,3.216641094,1.90086566,-3.302270861,28.92640044,2.155784908,77.39399856,0,0,1,0,47976,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9848667,252.8870286,0.842999287,0.165388623,2,0.5,0: Broadleaf,2,1743705530,200.0739333,200.0024667,14.18003,14.15050333,200.4649333,14.14203,500.0199,90.15287,0.099995743,25.19400333,25.00515,999.9,0,0,10002.52467,0,188.1877333,0.202697133,203.0852667,202.8732,0.0310098,200.0024667,14.15050333,1.278504667,1.275708,10.54850333,10.51568333,299.9848667,0.900015,0.0999854,0,2.35278,0,365.5753667,2812.265667,36.0872,40.5164,38.04133333,40.19146667,36.52473333,269.9903333,29.991,0,1743705538,0,2.358861538,0.415254703,-0.93008547,365.5623462,15,1743705554,13:39:14,1743705554,1743705554,16,-0.132,-0.001,-0.391,0.038,200,14,0.31,0.18,0.224807675,-0.345952694,0.042447736,1,2.303347059,0.87359511,0.195746842,-1,0.03136585,-0.004662973,0.001058041,1,2,2,2-Feb,3.13471,2.76024,0.0511516,0.0505731,0.073174,0.0723142,30437.2,30411.6,29803.7,29590.3,36546.9,36389,41987.4,42059,1.94302,1.90653,0.078287,0,23.7194,999.9,33.7,28.2,14.3509,62.1249,29.3389,1,-0.112617,0.0520507,20.4128,5.22403,12.0134,4.993,3.28993,9999,9999,9999,999.9,1.86713,1.86626,1.86569,1.86567,1.86744,1.86996,1.8686,1.87012,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.391,0.038,0.164222565,-0.002150082,2.08E-07,-1.53E-10,-0.040692878,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.3,1.2,0.5896,2.29248,1.39771,2.35352,1.49536,2.50977,32.3107,14.9726,18,480.957,448.563,24.1624,26.1206,30.0001,26.0076,25.938,11.7928,-30,-30,24.1608,200,0,101.928,101.118,NA
16,1743705627,3714.5,20250403 13:40:27,13:40:27,5,2803_mai_green,stan,1743705619,8.29E-05,0.082917539,-0.354573047,100.1376129,242.1050692,21.85089593,9.037797375,0.003838658,2.841087283,0.003835779,0.002397621,49.61647583,25.49627737,25.00934516,3.181449579,39.69666295,1.278652277,3.221057343,1.902797302,-3.656663475,31.81412667,2.371320754,80.14525978,0,0,1,0,47914,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9965484,252.8971145,0.843000081,0.165390156,2,0.5,0: Broadleaf,2,1743705619,100.1376129,99.99910645,14.1673,14.13460323,100.4676129,14.1273,500.0054194,90.15378387,0.099989039,25.21705161,25.00934516,999.9,0,0,10002.43452,0,187.9912903,0.286776903,101.7269355,101.432871,0.030952019,99.99910645,14.13460323,1.277078065,1.274288065,10.53178387,10.49896129,299.9965484,0.899993032,0.100007055,0,2.350903226,0,363.8790645,2812.354194,36.54,41.145,38.524,41.18532258,37.00190323,269.9948387,30.00032258,0,1743705627,0,2.330988462,0.433924787,-1.504649586,363.8701154,15,1743705643,13:40:43,1743705643,1743705643,17,-0.149,0.002,-0.33,0.04,100,14,0.3,0.19,0.30858655,-0.304467692,0.048947641,1,2.320276471,-0.079755532,0.22339945,-1,0.030714538,-0.007715164,0.002380657,1,2,2,2-Feb,3.13475,2.76039,0.0267906,0.0264276,0.0731151,0.0722628,31219.8,31185.2,29804.8,29590.3,36549.9,36391.1,41988.6,42059.5,1.94328,1.90632,0.0791475,0,23.7199,999.9,33.6,28.2,14.3087,62.075,29.1627,1,-0.112459,0.117113,20.4128,5.22687,12.0123,4.99175,3.28988,9999,9999,9999,999.9,1.86711,1.86625,1.86568,1.86567,1.86744,1.86998,1.86859,1.8701,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.33,0.04,0.032391577,-0.002150082,2.08E-07,-1.53E-10,-0.041767456,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.2,1.2,0.371094,2.30591,1.39648,2.35229,1.49536,2.67822,32.2887,14.9726,18,481.115,448.457,24.0886,26.1217,30.0001,26.0082,25.9401,7.42402,-30,-30,24.0794,100,0,101.932,101.119,NA
17,1743705710,3797,20250403 13:41:49,13:41:49,5,2803_mai_green,stan,1743705702,7.89E-05,0.078940564,-0.481537842,50.19518333,256.1454092,23.11872497,4.530429189,0.003649295,2.842036248,0.003646694,0.002279417,49.62024355,25.51038785,25.01475333,3.182475447,39.61291634,1.276950889,3.223572024,1.905524558,-3.48127887,33.00508965,2.459498998,81.60355333,0,0,1,0,47960,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.0203,252.9170539,0.842999803,0.16538962,2,0.5,0: Broadleaf,2,1743705702,50.19518333,50.00415,14.14806,14.11693,50.47218333,14.10706,499.9917,90.15630667,0.09994679,25.23016333,25.01475333,999.9,0,0,10007.97733,0,187.1695,0.243695333,50.96889333,50.72016333,0.029943243,50.00415,14.11693,1.275430667,1.272731,10.51240333,10.48062667,300.0203,0.900001933,0.099997907,0,2.260766667,0,362.7194333,2812.585667,36.92666667,41.5767,38.935,41.8623,37.39773333,270.0196667,30,0,1743705710,0,2.2534,0.152150425,-1.099076917,362.6897692,15,1743705731,13:42:11,1743705731,1743705727,18,-0.053,0.002,-0.277,0.041,50,14,0.49,0.2,0.265927,-0.379045568,0.051281541,1,2.269014706,-0.018782274,0.189051847,-1,0.029989985,-0.002272085,0.000839181,1,2,2,2-Feb,3.13468,2.76031,0.0135682,0.0133266,0.0730344,0.0721828,31644.2,31604.6,29804.9,29590.1,36552.8,36393.6,41988.6,42059,1.94287,1.90632,0.0787303,0,23.7173,999.9,33.6,28.2,14.3078,62.005,29.367,1,-0.112048,0.213167,20.4129,5.22837,12.0116,4.99235,3.28988,9999,9999,9999,999.9,1.86708,1.86628,1.86569,1.86569,1.86746,1.86998,1.8686,1.8701,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.277,0.041,-0.116329762,-0.002150082,2.08E-07,-1.53E-10,-0.039967986,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.1,1.1,0.262451,2.35474,1.39648,2.35352,1.49536,2.51221,32.2887,14.9551,18,480.883,448.458,24.0175,26.1228,30.0001,26.0098,25.9401,5.26377,-30,-30,24.0097,50,0,101.932,101.118,NA
18,1743705808,3895,20250403 13:43:27,13:43:27,5,2803_mai_green,stan,1743705800,7.82E-05,0.078154504,0.589168875,399.7657,129.6416683,11.70336535,36.08873678,0.003614493,2.839784208,0.003611939,0.002257691,49.61730281,25.50860455,25.00975,3.181526362,39.60121491,1.276407812,3.223153167,1.90511855,-3.446613628,33.41067392,2.491606983,82.07297009,0,0,1,0,48000,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9979333,252.8985918,0.843001113,0.165392149,2,0.5,0: Broadleaf,2,1743705800,399.7657,400.0138667,14.13915,14.10833,400.3597,14.10015,499.9965333,90.17472333,0.09999703,25.22798,25.00975,999.9,0,0,9992.122333,0,186.1786,-0.661023967,405.0813667,405.7381667,0.03326307,400.0138667,14.10833,1.275214333,1.272215,10.50985667,10.47454333,299.9979333,0.899964767,0.10003531,0,2.27888,0,369.9311667,2812.339667,36.0935,39.07056667,37.854,38.73726667,36.09763333,269.9876667,30.011,0,1743705807,0,2.278168,0.483407683,1.734153844,369.95344,15,1743705824,13:43:43,1743705822,1743705824,19,0.414,-0.003,-0.594,0.039,400,14,0.43,0.13,-0.69823922,0.482016753,0.075523161,1,2.294917647,0.118997708,0.180559241,-1,0.033067905,0.009969048,0.001638743,1,2,2,2-Feb,3.13467,2.76028,0.090838,0.0899254,0.0730401,0.0721727,29164.7,29151.7,29804.1,29590.7,36553.4,36396.7,41987.9,42060.5,1.9431,1.90698,0.0791438,0,23.7195,999.9,33.6,28.2,14.3062,62.045,29.347,1,-0.112322,0.202876,20.4109,5.22837,12.012,4.9917,3.28993,9999,9999,9999,999.9,1.86708,1.86627,1.86569,1.86567,1.86742,1.86996,1.8686,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.594,0.039,-0.169580939,-0.002150082,2.08E-07,-1.53E-10,-0.038267616,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.3,1.4,0.999756,2.28271,1.39648,2.35718,1.49536,2.53296,32.2666,14.9288,18,481.04,448.891,23.9648,26.1273,30,26.012,25.9445,20.0204,-30,-30,23.9462,400,0,101.93,101.121,NA
19,1743705885,3972,20250403 13:44:44,13:44:44,5,2803_mai_green,stan,1743705877,7.55E-05,0.075456755,0.359194091,399.8501935,224.5641708,20.27094389,36.09365113,0.003495784,2.840532839,0.003493396,0.002183587,49.61322164,25.46880374,24.99553548,3.178831352,39.72078884,1.277183827,3.215403985,1.901647525,-3.32764289,29.40363882,2.191600871,77.88081844,0,0,1,0,47955,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9770645,252.8806731,0.843000026,0.16539005,2,0.5,0: Broadleaf,2,1743705877,399.8501935,400.0059355,14.14880968,14.11905484,400.4221935,14.10980968,500.0136774,90.16791935,0.100015277,25.18754194,24.99553548,999.9,0,0,9997.466129,0,186.6937097,-0.177113148,405.5670968,405.7344839,0.029774884,400.0059355,14.11905484,1.275769677,1.273085484,10.51640323,10.4848129,299.9770645,0.899999097,0.100000981,0,2.295890323,0,370.4405484,2812.177419,35.21341935,38.17112903,36.92316129,37.46951613,35.38683871,269.98,29.99806452,0,1743705885,0,2.293907692,0.268143582,-7.310427365,370.3796154,15,1743705902,13:45:01,1743705898,1743705902,20,0.021,0,-0.572,0.039,400,14,0.61,0.19,-0.177283283,0.203870369,0.047609703,1,2.281541176,0.482964096,0.224491512,-1,0.029237517,0.009840362,0.001273534,1,2,2,2-Feb,3.13468,2.76026,0.0908478,0.0899069,0.0730679,0.0722107,29165.8,29152.3,29805.6,29590.8,36553.7,36395.4,41989.5,42060.8,1.94305,1.90692,0.0766292,0,23.7369,999.9,33.6,28.2,14.3064,62.175,29.1707,1,-0.111989,0.176285,20.4128,5.22373,12.0123,4.992,3.28982,9999,9999,9999,999.9,1.86712,1.86627,1.86569,1.86567,1.86743,1.86996,1.86859,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.572,0.039,0.244178661,-0.002150082,2.08E-07,-1.53E-10,-0.040798519,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1,1,0.999756,2.27051,1.39648,2.35474,1.49536,2.66724,32.2887,14.9376,18,481.063,448.913,23.9169,26.1316,30.0002,26.0186,25.951,20.0185,-30,-30,23.918,400,0,101.934,101.121,NA
20,1743705978,4065.5,20250403 13:46:18,13:46:18,5,2803_mai_green,stan,1743705970,7.78E-05,0.077762946,0.74623478,599.6871333,253.4754613,22.88219192,54.13603356,0.003604164,2.841255649,0.003601626,0.002251244,49.6147747,25.46349436,24.99851,3.179395142,39.76996064,1.278412052,3.214516765,1.90098309,-3.429345919,28.24547104,2.104723625,76.53562344,0,0,1,0,48015,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9860667,252.8882952,0.843000137,0.165390264,2,0.5,0: Broadleaf,2,1743705970,599.6871333,600.0042667,14.16149667,14.13083333,600.4041333,14.12449667,500.022,90.17379333,0.100002037,25.18290667,24.99851,999.9,0,0,10001.24767,0,186.7115333,-0.5835877,608.0330667,608.6044,0.033316377,600.0042667,14.13083333,1.277234667,1.274230667,10.53360667,10.49829667,299.9860667,0.899994867,0.100005433,0,2.269746667,0,372.4082,2812.257333,35.8038,40.08313333,37.75813333,39.4748,36.22473333,269.9863333,30,0,1743705978,0,2.285292,0.149092297,0.990923085,372.3896,15,1743706004,13:46:44,1743706004,1743705994,21,0.268,-0.002,-0.717,0.037,600,14,0.27,0.15,-0.6191788,0.380939842,0.104736849,1,2.279052941,0.075657751,0.185239951,-1,0.03330072,0.000766352,0.000763921,1,2,2,2-Feb,3.1346,2.76025,0.122246,0.121042,0.0731259,0.0722522,28157.9,28155.4,29804.8,29591,36551.1,36394.4,41988.5,42060.9,1.94345,1.9078,0.0766031,0,23.7413,999.9,33.6,28.2,14.3064,62.105,29.3429,1,-0.112721,0.276729,20.4128,5.22433,12.0117,4.9918,3.2897,9999,9999,9999,999.9,1.86712,1.86626,1.86566,1.86565,1.8674,1.86996,1.86859,1.87012,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.717,0.037,0.265624195,-0.002150082,2.08E-07,-1.53E-10,-0.040339575,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.3,1.3,1.37573,2.27417,1.39648,2.35352,1.49536,2.50366,32.3107,14.9113,18,481.327,449.449,24.0417,26.1339,30.0002,26.0207,25.951,27.5423,-30,-30,23.976,600,0,101.931,101.122,NA
