obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
11,1743703246,921.5999999,20250403 13:00:46,13:00:46,5,4250_mai_yellow,albert,1743703238,9.84E-05,0.098354533,1.371722132,1198.227677,661.3811272,59.66480281,108.095038,0.004364083,2.750933089,0.00436024,0.002725495,85.9536733,25.63192206,25.63192206,3.301461088,41.17289064,1.31863489,3.202677466,1.982826197,-4.337434923,-75.78211797,-5.849137005,-0.0150166,0,0,1,0,48095,482.2228387,396.1459912,0.821499853,0.178244717,6,0.5,0: Broadleaf,2,1743703238,1198.227677,1200.015161,14.61699677,14.50069677,1197.729677,14.56899677,500.001129,90.11245161,0.099984694,25.12094516,25.00760645,999.9,0,0,10003.99194,0,182.1887419,-2.005516774,1215.77871,1217.67129,0.115388419,1200.015161,14.50069677,1.317089677,1.30669129,10.99530323,10.87605484,300.0340968,0.900002581,0.09999739,0,1.950741935,0,1242.576129,2534.947419,36.45551613,40.84851613,38.16316129,40.39703226,36.98964516,270.0322581,30.00032258,0,1743703248,0,1743703265,13:01:05,1743703265,1743703263,11,0.217,0.003,0.498,0.048,1200,14,0.55,0.11,-2.0315675,0.438739812,0.068446474,1,1.971405882,-0.675807486,0.123380521,-1,0.115480775,-0.005180386,0.000770008,1,2,2,2-Feb,3.13071,2.77766,0.175387,0.176736,0.0757432,0.0755871,24944.7,24145.7,30779.8,29569.5,39267.7,35952.4,47075.9,43911.2,1.85707,1.9238,0.0632629,0,23.9681,999.9,33.1,28.8,14.6011,63.8317,17.5841,1,-0.0913593,-0.0474374,20.2626,5.2393,11.9683,4.9733,3.291,9999,9999,9999,999.9,4.97274,1.87653,1.87462,1.87744,1.87422,1.87781,1.87495,1.87606,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.498,0.048,-0.198848262,0.00067337,-5.61E-07,2.77E-10,-0.061125775,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.3,2.55249,2.49268,1.39893,2.35352,1.44897,2.58789,33.3335,15.4192,18,475.335,486.649,24.3197,25.8583,29.9999,25.6169,25.6822,51.0978,-30,-30,24.3185,1200,0,101.743,101.029,NA
12,1743703342,1017.6,20250403 13:02:22,13:02:22,5,4250_mai_yellow,albert,1743703334,9.49E-05,0.094942493,1.607030281,1497.891516,845.1052013,76.24300158,135.135537,0.004214569,2.749429056,0.004210983,0.002632186,85.94263999,25.62752157,25.62752157,3.300599139,41.18538586,1.318600222,3.201621629,1.981998917,-4.186963929,-75.90892244,-5.861836474,-0.015082863,0,0,1,0,47949,482.1644839,396.0977253,0.821499174,0.178243406,6,0.5,0: Broadleaf,2,1743703334,1497.891516,1499.990645,14.61584516,14.50357742,1496.774516,14.56584516,499.9913226,90.11713871,0.100033623,25.11540968,24.99772903,999.9,0,0,9994.558065,0,182.1506774,-2.517274516,1519.685161,1522.066452,0.112086419,1499.990645,14.50357742,1.317122581,1.307021613,10.99567742,10.87983871,300.0138065,0.900054097,0.099945719,0,2.010470968,0,1248.757097,2534.81871,37.23351613,41.37290323,38.48158065,41.19948387,37.411,270.0287097,29.98483871,0,1743703344,0,1743703359,13:02:39,1743703359,1743703359,12,0.416,0.002,1.117,0.05,1500,15,0.54,0.13,-2.54279175,0.485289568,0.099446939,1,1.998244118,0.288285714,0.203569748,-1,0.11271085,-0.012341201,0.001261138,1,2,2,2-Feb,3.13079,2.77779,0.200704,0.202293,0.0757375,0.0756078,24180.6,23395.9,30781.6,29568.9,39272.1,35952.5,47078.7,43910.2,1.85748,1.9249,0.0637025,0,23.944,999.9,33.1,28.8,14.6021,63.8917,17.504,1,-0.09219,-0.116054,20.2626,5.23646,11.968,4.97255,3.291,9999,9999,9999,999.9,4.97275,1.87654,1.87464,1.87744,1.87423,1.87781,1.87493,1.87605,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.117,0.05,0.019990228,0.00067337,-5.61E-07,2.77E-10,-0.058337667,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.3,3.04321,2.49634,1.39893,2.35352,1.44897,2.5708,33.3335,15.4104,18,475.438,487.234,24.3481,25.8425,30.0002,25.6007,25.666,60.9186,-30,-30,24.3533,1500,0,101.749,101.026,NA
14,1743704858,2533.5,20250403 13:27:38,13:27:38,5,4722_mai_yellow,albert,1743704850,0.000216598,0.216597921,0.945970687,398.7668667,228.9685036,20.65883921,35.9790122,0.009570246,2.74927521,0.009551777,0.005971517,86.0840181,25.69167293,25.69167293,3.313184314,40.9838111,1.319737957,3.220144543,1.993446357,-9.551968338,-71.05362333,-5.491650638,-0.013224202,30,6,1,0,47918,482.9535667,396.7463341,0.821499957,0.178244916,6,0.5,0: Broadleaf,2,1743704850,398.7668667,400.0056667,14.62707667,14.37096333,398.7518667,14.58407667,500.0045667,90.12563,0.100051233,25.21229,24.98949333,999.9,0,0,9992.705,0,182.9461333,-1.286765,404.6391333,405.8379,0.260292867,400.0056667,14.37096333,1.31865,1.295191667,11.01312333,10.74316,300.0074333,0.9000077,0.09999233,0,1.99079,0,1591.454333,2534.727667,36.21226667,38.22473333,36.7038,36.89566667,35.59553333,270.0086667,30,0,1743704860,0,1743704875,13:27:55,1743704874,1743704875,14,0.048,0,0.015,0.043,400,14,0.39,0.19,-1.277828049,-0.1028977,0.044121409,1,2.002723529,-0.267110767,0.160725429,-1,0.260394512,-0.005156592,0.00107017,1,2,2,2-Feb,3.13075,2.77759,0.0827399,0.0833694,0.075826,0.0751158,27752.2,26875.4,30785.5,29560.2,39264.5,35953.4,47084.6,43897.8,1.79473,1.92085,0.0853427,0,23.5939,999.9,33.2,28.7,14.5605,64.3018,17.472,1,-0.093064,-0.483853,20.26,5.2384,11.9682,4.9727,3.29078,9999,9999,9999,999.9,4.97275,1.87662,1.87467,1.87753,1.87427,1.87791,1.87499,1.87611,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.015,0.043,-0.229866276,0.00067337,-5.61E-07,2.77E-10,-0.061260463,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,23.2,23.2,1.06323,2.49878,1.39893,2.35229,1.44897,2.5415,33.3559,15.174,18,442.693,484.306,24.8797,25.8229,30.0001,25.5748,25.6368,21.3276,-30,-30,24.8915,400,0,101.762,100.997,NA
15,1743704950,2625,20250403 13:29:09,13:29:09,5,4722_mai_yellow,albert,1743704942,0.000222069,0.22206886,0.600633796,299.2046667,192.4240339,17.36267668,26.99763528,0.009834522,2.751738909,0.009815037,0.006136146,86.1142672,25.66911091,25.66911091,3.308753338,41.03026623,1.319595016,3.216150265,1.989158322,-9.793236741,-70.86331412,-5.470844364,-0.01312803,30,6,1,0,47877,483.1224,396.8851112,0.821500123,0.178245238,6,0.5,0: Broadleaf,2,1743704942,299.2046667,300.0051333,14.62457667,14.362,299.2586667,14.58157667,500.0167,90.13139,0.099940877,25.19144,24.99514667,999.9,0,0,10006.66667,0,183.1444667,-0.769917833,303.6775333,304.3765667,0.266730633,300.0051333,14.362,1.318507667,1.294467333,11.01151667,10.73477333,299.9779333,0.899987,0.100013,0,2.107643333,0,1580.966667,2534.461333,35.48716667,39.381,37.23093333,38.19973333,36.01013333,269.9753333,30,0,1743704952,0,1743704969,13:29:29,1743704969,1743704967,15,-0.031,0,-0.054,0.043,300,14,0.5,0.13,-0.74930575,-0.398972465,0.043414958,1,2.095979412,0.103634832,0.158730176,-1,0.2665579,0.004071692,0.000557416,1,2,2,2-Feb,3.13086,2.7778,0.066031,0.0664781,0.0758159,0.0750818,28257.6,27371.3,30785.3,29560.8,39263.4,35954.7,47084.3,43899.2,1.79522,1.92048,0.0856444,0,23.5959,999.9,33.2,28.6,14.4768,63.9319,17.2476,1,-0.0933714,-0.5646,20.2616,5.23526,11.968,4.97295,3.291,9999,9999,9999,999.9,4.97275,1.87663,1.87468,1.87748,1.87424,1.8779,1.87498,1.8761,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.054,0.043,-0.182184055,0.00067337,-5.61E-07,2.77E-10,-0.061229908,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.2,0.849609,2.50977,1.39893,2.35229,1.44897,2.58179,33.3559,15.1827,18,442.946,484.059,25.0637,25.8207,30.0001,25.5748,25.6368,17.0419,-30,-30,25.0624,300,0,101.761,101,NA
16,1743705042,2717.5,20250403 13:30:42,13:30:42,5,4722_mai_yellow,albert,1743705034,0.00022427,0.224270101,0.272187161,199.6210323,149.2546683,13.46689074,18.01132696,0.009906344,2.75085065,0.009886567,0.006180878,86.11559,25.68898186,25.68898186,3.31265554,40.94444625,1.318429871,3.220045677,1.994225669,-9.890311441,-70.77173953,-5.466643383,-0.013104352,29,6,1,0,47872,483.1306774,396.891832,0.82149996,0.178244922,6,0.5,0: Broadleaf,2,1743705034,199.6210323,200.0013871,14.61226774,14.34707097,199.8340323,14.56826774,499.9902581,90.12759355,0.10000799,25.21177419,25.00276774,999.9,0,0,10001.82258,0,183.1000323,-0.266178742,202.6976452,202.9125484,0.267991129,200.0013871,14.34707097,1.317220645,1.293068387,10.99679677,10.71851613,300.0306452,0.899994774,0.100005219,0,2.018783871,0,1568.982581,2534.913226,35.91916129,40.39283871,37.82032258,39.65496774,36.58432258,270.0254839,30.00193548,0,1743705044,0,1743705060,13:31:00,1743705060,1743705059,16,-0.114,0.001,-0.213,0.044,200,14,0.3,0.11,-0.243735683,-0.46522524,0.052631779,1,1.996791176,-0.102870893,0.219074472,-1,0.267665537,0.006149561,0.000923874,1,2,2,2-Feb,3.13083,2.77783,0.0469464,0.0471871,0.075759,0.0750242,28836.4,27935,30786.8,29558.7,39266.5,35953.1,47086.8,43896.1,1.79627,1.92017,0.0853688,0,23.6022,999.9,33.2,28.6,14.4765,63.9618,17.4599,1,-0.0933537,-0.486032,20.2619,5.24005,11.9682,4.9718,3.291,9999,9999,9999,999.9,4.97275,1.87667,1.87468,1.87746,1.87425,1.8779,1.875,1.87609,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.213,0.044,-0.213143809,0.00067337,-5.61E-07,2.77E-10,-0.061400669,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.3,0.625,2.52563,1.39893,2.35229,1.44897,2.47559,33.3559,15.1565,18,443.478,483.862,24.9875,25.8207,30.0002,25.5748,25.6368,12.5624,-30,-30,24.9868,200,0,101.767,100.993,NA
17,1743705134,2809,20250403 13:32:13,13:32:13,5,4722_mai_yellow,albert,1743705126,0.000224116,0.224116025,-0.075736928,100.0557667,108.5439619,9.792411053,9.026639326,0.009886897,2.749982355,0.009867192,0.006168762,86.10555876,25.69553841,25.69553841,3.313943979,40.89803307,1.317440192,3.221280079,1.996503787,-9.8835167,-70.76680788,-5.468345551,-0.013111371,29,6,1,0,47907,483.0757667,396.8465966,0.821499698,0.178244418,6,0.5,0: Broadleaf,2,1743705126,100.0557667,99.99179333,14.60316333,14.33816,100.2937667,14.56016333,500.0161,90.11605667,0.100026093,25.21821333,25.00164,999.9,0,0,9997.956667,0,183.0948333,0.03679253,101.5115333,101.4464,0.2698433,99.99179333,14.33816,1.316417333,1.292099,10.98760333,10.70727333,299.9809333,0.900015167,0.099984813,0,1.938556667,0,1557.002,2534.511,36.5143,41.00606667,38.26433333,40.63313333,37.04973333,269.9883333,29.992,0,1743705135,0,1743705151,13:32:30,1743705148,1743705151,17,0.027,-0.001,-0.238,0.043,100,14,0.3,0.13,0.068655245,-0.491315471,0.06301027,1,1.974976471,-0.249420928,0.149428862,-1,0.26992095,-0.001401568,0.000550703,1,2,2,2-Feb,3.13092,2.77779,0.0249186,0.024944,0.0757217,0.0749837,29503.3,28586.5,30787,29557.8,39266.6,35952,47086.9,43894.8,1.79727,1.91985,0.0850409,0,23.6039,999.9,33.2,28.6,14.4777,64.0418,17.2917,1,-0.0930335,-0.430014,20.2619,5.2396,11.9682,4.97325,3.291,9999,9999,9999,999.9,4.97276,1.87668,1.87469,1.87754,1.87432,1.87792,1.87501,1.87614,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.238,0.043,-0.327337847,0.00067337,-5.61E-07,2.77E-10,-0.060239141,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.2,0.391846,2.54761,1.39893,2.35229,1.44897,2.50488,33.3559,15.139,18,443.998,483.667,24.8604,25.8229,30.0001,25.577,25.639,7.88555,-30,-30,24.9201,100,0,101.767,100.99,NA
18,1743705218,2893,20250403 13:33:37,13:33:37,5,4722_mai_yellow,albert,1743705210,0.000227644,0.227643788,-0.224284494,50.24814839,83.6810118,7.549216661,4.533097185,0.010021406,2.750387589,0.010001165,0.006252543,86.11738376,25.71634256,25.71634256,3.318035135,40.84252966,1.317358581,3.225457856,2.000676553,-10.03909107,-70.63298414,-5.458368401,-0.013059858,28,6,1,0,47920,483.1416774,396.900782,0.821499781,0.178244577,6,0.5,0: Broadleaf,2,1743705210,50.24814839,49.99274839,14.60256129,14.33339355,50.62714839,14.56056129,500.0293226,90.11418387,0.10002959,25.23999032,25.00930645,999.9,0,0,10000.56613,0,183.1345161,0.366884484,51.10614516,50.71973871,0.273689839,49.99274839,14.33339355,1.316304516,1.291641613,10.98632581,10.70194194,300.0071613,0.900018226,0.099981752,0,2.015619355,0,1550.370968,2534.733871,37.27193548,41.383,38.53006452,41.2033871,37.41312903,270.0119355,29.99645161,0,1743705219,0,1743705235,13:33:55,1743705233,1743705235,18,-0.111,0,-0.379,0.042,50,14,0.19,0.17,0.395441175,-0.392389092,0.052426212,1,1.999432353,0.564631018,0.160711068,-1,0.273862925,-0.00625039,0.001097604,1,2,2,2-Feb,3.13091,2.7778,0.0128107,0.0127206,0.0757203,0.0749655,29869.2,28944.4,30786.4,29557.2,39265.3,35951.1,47086.3,43893.8,1.79818,1.91938,0.0855476,0,23.6019,999.9,33.2,28.6,14.4768,63.9218,17.3237,1,-0.092782,-0.361457,20.2622,5.23586,11.968,4.9734,3.291,9999,9999,9999,999.9,4.97275,1.87668,1.87469,1.87753,1.87427,1.8779,1.875,1.87609,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.379,0.042,-0.300217738,0.00067337,-5.61E-07,2.77E-10,-0.061566951,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.1,0.274658,2.55005,1.39893,2.35229,1.44897,2.57935,33.3784,15.139,18,444.468,483.374,24.8461,25.8251,30.0002,25.5791,25.6411,5.52745,-30,-30,24.8439,50,0,101.765,100.988,NA
19,1743705315,2990,20250403 13:35:14,13:35:14,5,4722_mai_yellow,albert,1743705307,0.000234854,0.234854012,1.266295634,398.3845667,191.3946237,17.26772358,35.94246505,0.010342075,2.74953884,0.010320512,0.006452254,86.11198801,25.73109445,25.73109445,3.320938779,40.90525136,1.320689256,3.228654543,2.000249523,-10.35706191,-70.33036543,-5.437518253,-0.012957577,28,6,1,0,47810,483.1106333,396.8753507,0.821499928,0.178244862,6,0.5,0: Broadleaf,2,1743705307,398.3845667,400.0164,14.63845667,14.36075667,398.3965667,14.59345667,499.9988,90.12050667,0.10001907,25.25663667,25.01258333,999.9,0,0,9994.835,0,183.1143667,-1.834644333,404.0978,405.8445667,0.279369767,400.0164,14.36075667,1.319375333,1.294198333,11.02140333,10.73165667,299.9962667,0.899996633,0.10000336,0,1.93954,0,1561.619,2534.625667,37.77256667,41.75,38.89973333,41.7393,37.79753333,269.9963333,29.998,0,1743705316,0,1743705332,13:35:31,1743705331,1743705332,19,0.202,0.002,-0.012,0.045,400,14,0.25,0.08,-1.86036825,0.444898424,0.059485512,1,1.944870588,0.150924369,0.160579441,-1,0.2788346,0.00440006,0.00133701,1,2,2,2-Feb,3.13093,2.77777,0.0826789,0.0833632,0.0758524,0.0750682,27753.8,26873,30785.4,29557.5,39263.6,35952.5,47084.9,43894.4,1.79872,1.9205,0.0862852,0,23.6039,999.9,33.2,28.6,14.4774,64.2118,17.3037,1,-0.0923374,-0.316462,20.2624,5.2402,11.9682,4.9732,3.291,9999,9999,9999,999.9,4.97275,1.87666,1.87469,1.87746,1.87424,1.87789,1.87499,1.87607,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.012,0.045,-0.411494468,0.00067337,-5.61E-07,2.77E-10,-0.061892323,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.4,1.3,1.06445,2.5415,1.39893,2.35229,1.44897,2.47681,33.3784,15.1127,18,444.773,484.132,24.7845,25.8306,30.0002,25.5834,25.6433,21.3339,-30,-30,24.7712,400,0,101.762,100.989,NA
20,1743705393,3068,20250403 13:36:32,13:36:32,5,4722_mai_yellow,albert,1743705385,0.000236884,0.236883599,1.183089784,398.4877097,205.735244,18.56103947,35.95079755,0.010433433,2.750479237,0.010411495,0.006509152,86.11536205,25.72860722,25.72860722,3.320449059,40.90664943,1.320593102,3.228309139,1.999855957,-10.4465667,-70.25221311,-5.429502021,-0.012919781,28,6,1,0,47954,483.1287742,396.8903262,0.821500079,0.178245153,6,0.5,0: Broadleaf,2,1743705385,398.4877097,400.0206774,14.6377871,14.35769032,398.4807097,14.5937871,500.0046452,90.11809032,0.099993397,25.25483871,25.0022,999.9,0,0,10000.67581,0,183.1373226,-1.552289677,404.3898387,405.8477742,0.284868452,400.0206774,14.35769032,1.31956,1.293888387,11.02350645,10.72805161,299.9914516,0.899994452,0.100005542,0,2.018170968,0,1562.519677,2534.58129,38.10448387,41.26783871,38.90896774,40.9453871,37.62874194,269.99,30.00064516,0,1743705394,0,1743705417,13:36:56,1743705417,1743705410,20,0.019,-0.001,0.007,0.044,400,14,0.25,0.17,-1.546936829,-0.042326551,0.038210725,1,1.990570588,0.052870886,0.177090981,-1,0.284945659,-0.002168969,0.000632452,1,2,2,2-Feb,3.13076,2.7778,0.0826922,0.0833713,0.0758457,0.0750528,27753.4,26871.9,30785.3,29556.5,39264,35951.9,47085,43892.9,1.7991,1.92045,0.0858307,0,23.5984,999.9,33.2,28.6,14.477,63.8818,17.3958,1,-0.0919639,-0.342751,20.2604,5.2393,11.9683,4.97305,3.291,9999,9999,9999,999.9,4.97275,1.87667,1.87469,1.87748,1.87424,1.8779,1.875,1.87608,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.007,0.044,-0.209057722,0.00067337,-5.61E-07,2.77E-10,-0.059786865,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1,1,1.06323,2.51831,1.39893,2.35229,1.44897,2.56958,33.3784,15.1039,18,444.978,484.137,24.8019,25.8338,30.0001,25.5856,25.6476,21.3274,-30,-30,24.795,400,0,101.762,100.985,NA
21,1743705493,3168.5,20250403 13:38:13,13:38:13,5,4722_mai_yellow,albert,1743705485,0.000239743,0.239743253,1.938186481,597.5038,288.6489179,26.03811573,53.89894828,0.01061035,2.75095724,0.010587667,0.006619326,86.11726149,25.68572216,25.68572216,3.312015133,41.04872046,1.321867735,3.220241021,1.990147398,-10.57267744,-70.13988831,-5.417566113,-0.012870373,27,5,1,0,48133,483.1407333,396.9000303,0.82149983,0.178244672,6,0.5,0: Broadleaf,2,1743705485,597.5038,600.0014667,14.65373667,14.37026667,597.2638,14.60873667,500.0108333,90.10694333,0.099927783,25.21279333,24.98393,999.9,0,0,10004.74667,0,183.1410333,-2.666569333,606.2202,608.7492667,0.286830133,600.0014667,14.37026667,1.320706333,1.294860333,11.03658333,10.73932333,299.9997,0.900014533,0.099985537,0,2.06909,0,1584.132667,2534.668667,36.48733333,38.43306667,36.87893333,37.16646667,35.78713333,270.004,29.99666667,0,1743705495,0,1743705518,13:38:37,1743705518,1743705511,21,0.169,0.001,0.24,0.045,600,14,0.37,0.12,-2.696743659,0.435168084,0.084294464,1,2.059967647,0.473410239,0.177367344,-1,0.286624341,0.003705261,0.000759335,1,2,2,2-Feb,3.1308,2.77787,0.111102,0.11211,0.075903,0.0751005,26893.3,26030.2,30784.7,29557.4,39263.1,35953.3,47084.4,43894.5,1.7998,1.92083,0.0851862,0,23.586,999.9,33.2,28.6,14.4796,63.6218,17.2115,1,-0.0918852,-0.509839,20.2601,5.239,11.968,4.9718,3.291,9999,9999,9999,999.9,4.97275,1.87666,1.87469,1.87751,1.87425,1.87789,1.87499,1.87608,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.24,0.045,-0.189870726,0.00067337,-5.61E-07,2.77E-10,-0.060431626,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.4,1.46729,2.52197,1.39893,2.35229,1.44897,2.55615,33.3784,15.0864,18,445.346,484.403,24.9074,25.8372,30.0001,25.5878,25.6498,29.3905,-30,-30,24.9191,600,0,101.761,100.989,NA
22,1743705597,3272,20250403 13:39:56,13:39:56,5,4722_mai_yellow,albert,1743705589,0.000242068,0.242067674,2.653963024,796.6117742,379.3054593,34.21550277,71.85889815,0.010741206,2.750214314,0.010717954,0.006700806,86.11190171,25.66674278,25.66674278,3.30828856,41.13747935,1.323273519,3.216710259,1.985015041,-10.67518441,-70.03931426,-5.410241869,-0.012838822,27,5,1,0,48037,483.1092258,396.8742797,0.821500105,0.178245202,6,0.5,0: Broadleaf,2,1743705589,796.6117742,800.028,14.66951613,14.38329032,796.5337742,14.62451613,499.9898387,90.10567097,0.099998184,25.19436452,24.99525161,999.9,0,0,10000.48387,0,183.1282903,-3.195373226,808.6991935,811.7029355,0.290374484,800.028,14.38329032,1.322180645,1.296016129,11.0533871,10.75273871,299.9809355,0.899987,0.100013,0,2.05056129,0,1621.595806,2534.487097,35.35058065,39.39890323,37.30019355,38.25983871,36.05216129,269.9790323,30,0,1743705598,0,1743705614,13:40:13,1743705614,1743705614,22,-0.222,0,0.078,0.045,800,14,0.63,0.07,-3.2023985,0.259147767,0.042566332,1,2.039517647,-0.178774641,0.169276525,-1,0.2906037,-0.001388083,0.000930659,1,2,2,2-Feb,3.13079,2.77775,0.135147,0.136376,0.0759585,0.075144,26166.6,25318.5,30785.5,29557,39263.4,35952.6,47085.4,43893.7,1.8006,1.92113,0.0852048,0,23.5999,999.9,33.2,28.6,14.4799,63.9418,17.4119,1,-0.0919055,-0.483973,20.262,5.2396,11.968,4.97295,3.291,9999,9999,9999,999.9,4.97275,1.87668,1.87473,1.87757,1.87436,1.87794,1.87503,1.87617,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.078,0.045,-0.021271126,0.00067337,-5.61E-07,2.77E-10,-0.059876816,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.4,1.84692,2.51221,1.39893,2.35352,1.44897,2.48779,33.4008,15.0689,18,445.767,484.6,24.9182,25.8371,30,25.59,25.6498,36.9845,-30,-30,24.9285,800,0,101.763,100.987,NA
23,1743705691,3366,20250403 13:41:30,13:41:30,5,4722_mai_yellow,albert,1743705683,0.000246579,0.246578607,3.296933083,995.7347419,485.1193887,43.7632975,89.82662157,0.01092354,2.750255096,0.010899494,0.00681434,86.12448075,25.68805206,25.68805206,3.312472858,41.10723028,1.324071951,3.221019617,1.988400906,-10.87411657,-69.86523748,-5.3979033,-0.012776595,26,5,1,0,47932,483.1805484,396.9328018,0.821499961,0.178244925,6,0.5,0: Broadleaf,2,1743705683,995.7347419,999.9858387,14.67743548,14.38587419,995.5407419,14.63143548,499.9829677,90.11143871,0.099957745,25.21685484,25.00809032,999.9,0,0,10000.08548,0,183.1428387,-4.301564839,1010.52,1014.580968,0.294870452,999.9858387,14.38587419,1.322903548,1.29633129,11.06161613,10.75639677,300.0377097,0.900001065,0.099998935,0,2.044222581,0,1662.723226,2534.977742,35.98770968,40.42716129,37.89087097,39.73148387,36.63287097,270.033871,30.00290323,0,1743705693,0,1743705711,13:41:51,1743705711,1743705709,23,0.049,0.001,0.194,0.046,1000,14,1,0.14,-4.33443925,0.484324841,0.070535345,1,2.057847059,-0.371941945,0.171704528,-1,0.295125775,-0.004631426,0.000778692,1,2,2,2-Feb,3.13077,2.77768,0.156192,0.157639,0.075981,0.0751546,25530.9,24695.3,30786.6,29557.1,39265.4,35954.3,47087.2,43894.5,1.80147,1.9221,0.0849143,0,23.5999,999.9,33.2,28.6,14.478,63.7818,17.3918,1,-0.0923247,-0.446849,20.2621,5.2387,11.968,4.97295,3.291,9999,9999,9999,999.9,4.97276,1.87667,1.87469,1.87753,1.87434,1.87792,1.875,1.87618,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.194,0.046,-0.243651061,0.00067337,-5.61E-07,2.77E-10,-0.059811876,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.3,2.20703,2.50977,1.39893,2.35352,1.44897,2.49634,33.4008,15.0602,18,446.198,485.243,24.9689,25.836,30.0001,25.5878,25.6498,44.2004,-30,-30,24.966,1000,0,101.767,100.988,NA
